,S_no,Date,Country,State,Confirmed,Recovered,Deaths,As_Of_Date
1867,2.0,2020-05-12,India,Andhra Pradesh,2018,975.0,45.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1868,3.0,2020-05-12,India,Arunachal Pradesh,1,1.0,0.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1869,4.0,2020-05-12,India,Assam,65,34.0,2.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1870,5.0,2020-05-12,India,Bihar,747,377.0,6.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1871,6.0,2020-05-12,India,Chandigarh,174,24.0,2.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1872,7.0,2020-05-12,India,Chhattisgarh,59,53.0,0.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1873,8.0,2020-05-12,India,Dadar Nagar Haveli,1,0.0,0.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1874,9.0,2020-05-12,India,Delhi,7233,2129.0,73.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1875,10.0,2020-05-12,India,Goa,7,7.0,0.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1876,11.0,2020-05-12,India,Gujarat,8541,2780.0,513.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1877,12.0,2020-05-12,India,Haryana,730,337.0,11.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1878,13.0,2020-05-12,India,Himachal Pradesh,59,39.0,2.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1879,14.0,2020-05-12,India,Jammu and Kashmir,879,427.0,10.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1880,15.0,2020-05-12,India,Jharkhand,160,78.0,3.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1881,16.0,2020-05-12,India,Karnataka,862,426.0,31.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1882,17.0,2020-05-12,India,Kerala,519,489.0,4.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1883,18.0,2020-05-12,India,Ladakh,42,21.0,0.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1884,19.0,2020-05-12,India,Madhya Pradesh,3785,1747.0,221.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1885,20.0,2020-05-12,India,Maharashtra,23401,4786.0,868.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1886,21.0,2020-05-12,India,Manipur,2,2.0,0.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1887,22.0,2020-05-12,India,Meghalaya,13,10.0,1.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1888,23.0,2020-05-12,India,Mizoram,1,1.0,0.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1889,24.0,2020-05-12,India,Odisha,414,85.0,3.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1890,25.0,2020-05-12,India,Puducherry,12,6.0,0.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1891,26.0,2020-05-12,India,Punjab,1877,168.0,31.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1892,27.0,2020-05-12,India,Rajasthan,3988,2264.0,113.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1893,28.0,2020-05-12,India,Tamil Nadu,8002,2051.0,53.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1894,29.0,2020-05-12,India,Telengana,1275,800.0,30.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1895,30.0,2020-05-12,India,Tripura,152,2.0,0.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1896,31.0,2020-05-12,India,Uttarakhand,68,46.0,1.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1897,32.0,2020-05-12,India,Uttar Pradesh,3573,1758.0,80.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1898,33.0,2020-05-12,India,West Bengal,2063,499.0,190.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1899,0.0,2020-05-13,India,India,47480,24385.0,2415.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1900,1.0,2020-05-13,India,Andaman and Nicobar Islands,33,33.0,0.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1901,2.0,2020-05-13,India,Andhra Pradesh,2090,1056.0,46.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1902,3.0,2020-05-13,India,Arunachal Pradesh,1,1.0,0.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1903,4.0,2020-05-13,India,Assam,65,39.0,2.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1904,5.0,2020-05-13,India,Bihar,831,383.0,6.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1905,6.0,2020-05-13,India,Chandigarh,187,28.0,3.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1906,7.0,2020-05-13,India,Chhattisgarh,59,54.0,0.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1907,8.0,2020-05-13,India,Dadar Nagar Haveli,1,0.0,0.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1908,9.0,2020-05-13,India,Delhi,7639,2512.0,86.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1909,10.0,2020-05-13,India,Goa,7,7.0,0.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1910,11.0,2020-05-13,India,Gujarat,8903,3246.0,537.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1911,12.0,2020-05-13,India,Haryana,780,342.0,11.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1912,13.0,2020-05-13,India,Himachal Pradesh,65,39.0,2.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1913,14.0,2020-05-13,India,Jammu and Kashmir,934,455.0,10.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1914,15.0,2020-05-13,India,Jharkhand,172,79.0,3.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1915,16.0,2020-05-13,India,Karnataka,925,433.0,31.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1916,17.0,2020-05-13,India,Kerala,524,489.0,4.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1917,18.0,2020-05-13,India,Ladakh,42,21.0,0.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1918,19.0,2020-05-13,India,Madhya Pradesh,3986,1860.0,225.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1919,20.0,2020-05-13,India,Maharashtra,24427,5125.0,921.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1920,21.0,2020-05-13,India,Manipur,2,2.0,0.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1921,22.0,2020-05-13,India,Meghalaya,13,10.0,1.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1922,23.0,2020-05-13,India,Mizoram,1,1.0,0.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1923,24.0,2020-05-13,India,Odisha,437,116.0,3.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1924,25.0,2020-05-13,India,Puducherry,13,9.0,1.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1925,26.0,2020-05-13,India,Punjab,1914,171.0,32.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1926,27.0,2020-05-13,India,Rajasthan,4126,2378.0,117.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1927,28.0,2020-05-13,India,Tamil Nadu,8718,2134.0,61.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1928,29.0,2020-05-13,India,Telengana,1326,830.0,32.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1929,30.0,2020-05-13,India,Tripura,154,2.0,0.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1930,31.0,2020-05-13,India,Uttarakhand,69,46.0,1.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1931,32.0,2020-05-13,India,Uttar Pradesh,3664,1873.0,82.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1932,33.0,2020-05-13,India,West Bengal,2173,612.0,198.0,"as on : 13 May 2020, 08:00 IST (GMT+5:30)"
1933,0.0,2020-05-14,India,India,49219,26234.0,2549.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1934,1.0,2020-05-14,India,Andaman and Nicobar Islands,33,33.0,0.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1935,2.0,2020-05-14,India,Andhra Pradesh,2137,1142.0,47.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1936,3.0,2020-05-14,India,Arunachal Pradesh,1,1.0,0.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1937,4.0,2020-05-14,India,Assam,80,39.0,2.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1938,5.0,2020-05-14,India,Bihar,940,388.0,7.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1939,6.0,2020-05-14,India,Chandigarh,187,28.0,3.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1940,7.0,2020-05-14,India,Chhattisgarh,59,55.0,0.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1941,8.0,2020-05-14,India,Dadar Nagar Haveli,1,0.0,0.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1942,9.0,2020-05-14,India,Delhi,7998,2858.0,106.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1943,10.0,2020-05-14,India,Goa,7,7.0,0.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1944,11.0,2020-05-14,India,Gujarat,9267,3562.0,566.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1945,12.0,2020-05-14,India,Haryana,793,418.0,11.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1946,13.0,2020-05-14,India,Himachal Pradesh,66,39.0,2.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1947,14.0,2020-05-14,India,Jammu and Kashmir,971,466.0,11.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1948,15.0,2020-05-14,India,Jharkhand,173,79.0,3.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1949,16.0,2020-05-14,India,Karnataka,959,451.0,33.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1950,17.0,2020-05-14,India,Kerala,534,490.0,4.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1951,18.0,2020-05-14,India,Ladakh,43,22.0,0.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1952,19.0,2020-05-14,India,Madhya Pradesh,4173,2004.0,232.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1953,20.0,2020-05-14,India,Maharashtra,25922,5547.0,975.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1954,21.0,2020-05-14,India,Manipur,2,2.0,0.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1955,22.0,2020-05-14,India,Meghalaya,13,10.0,1.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1956,23.0,2020-05-14,India,Mizoram,1,1.0,0.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1957,24.0,2020-05-14,India,Odisha,538,143.0,3.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1958,25.0,2020-05-14,India,Puducherry,13,9.0,1.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1959,26.0,2020-05-14,India,Punjab,1924,200.0,32.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1960,27.0,2020-05-14,India,Rajasthan,4328,2459.0,121.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1961,28.0,2020-05-14,India,Tamil Nadu,9227,2176.0,64.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1962,29.0,2020-05-14,India,Telengana,1367,940.0,34.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1963,30.0,2020-05-14,India,Tripura,155,16.0,0.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1964,31.0,2020-05-14,India,Uttarakhand,72,46.0,1.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1965,32.0,2020-05-14,India,Uttar Pradesh,3729,1902.0,83.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1966,33.0,2020-05-14,India,West Bengal,2290,702.0,207.0,"as on : 14 May 2020, 08:00 IST (GMT+5:30)"
1967,0.0,2020-05-15,India,India,51401,27919.0,2649.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1968,1.0,2020-05-15,India,Andaman and Nicobar Islands,33,33.0,0.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1969,2.0,2020-05-15,India,Andhra Pradesh,2205,1192.0,48.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1970,3.0,2020-05-15,India,Arunachal Pradesh,1,1.0,0.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1971,4.0,2020-05-15,India,Assam,87,39.0,2.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1972,5.0,2020-05-15,India,Bihar,994,411.0,7.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1973,6.0,2020-05-15,India,Chandigarh,191,37.0,3.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1974,7.0,2020-05-15,India,Chhattisgarh,60,56.0,0.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1975,8.0,2020-05-15,India,Dadar Nagar Haveli,1,0.0,0.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1976,9.0,2020-05-15,India,Delhi,8470,3045.0,115.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1977,10.0,2020-05-15,India,Goa,14,7.0,0.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1978,11.0,2020-05-15,India,Gujarat,9591,3753.0,586.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1979,12.0,2020-05-15,India,Haryana,818,439.0,11.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1980,13.0,2020-05-15,India,Himachal Pradesh,74,39.0,2.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1981,14.0,2020-05-15,India,Jammu and Kashmir,983,485.0,11.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1982,15.0,2020-05-15,India,Jharkhand,197,87.0,3.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1983,16.0,2020-05-15,India,Karnataka,987,460.0,35.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1984,17.0,2020-05-15,India,Kerala,560,491.0,4.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1985,18.0,2020-05-15,India,Ladakh,43,22.0,0.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1986,19.0,2020-05-15,India,Madhya Pradesh,4426,2171.0,237.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1987,20.0,2020-05-15,India,Maharashtra,27524,6059.0,1019.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1988,21.0,2020-05-15,India,Manipur,3,2.0,0.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1989,22.0,2020-05-15,India,Meghalaya,13,11.0,1.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1990,23.0,2020-05-15,India,Mizoram,1,1.0,0.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1991,24.0,2020-05-15,India,Odisha,611,158.0,3.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1992,25.0,2020-05-15,India,Puducherry,13,9.0,1.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1993,26.0,2020-05-15,India,Punjab,1935,223.0,32.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1994,27.0,2020-05-15,India,Rajasthan,4534,2580.0,125.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1995,28.0,2020-05-15,India,Tamil Nadu,9674,2240.0,66.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1996,29.0,2020-05-15,India,Telengana,1414,950.0,34.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1997,30.0,2020-05-15,India,Tripura,156,29.0,0.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1998,31.0,2020-05-15,India,Uttarakhand,78,50.0,1.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
1999,32.0,2020-05-15,India,Uttar Pradesh,3902,2072.0,88.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
2000,33.0,2020-05-15,India,West Bengal,2377,768.0,215.0,"as on : 15 May 2020, 08:00 IST (GMT+5:30)"
2001,0.0,2020-05-16,India,India,53035,30152.0,2752.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2002,1.0,2020-05-16,India,Andaman and Nicobar Islands,33,33.0,0.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2003,2.0,2020-05-16,India,Andhra Pradesh,2307,1252.0,48.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2004,3.0,2020-05-16,India,Arunachal Pradesh,1,1.0,0.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2005,4.0,2020-05-16,India,Assam,90,41.0,2.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2006,5.0,2020-05-16,India,Bihar,1018,438.0,7.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2007,6.0,2020-05-16,India,Chandigarh,191,37.0,3.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2008,7.0,2020-05-16,India,Chhattisgarh,66,56.0,0.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2009,8.0,2020-05-16,India,Dadar Nagar Haveli,1,0.0,0.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2010,9.0,2020-05-16,India,Delhi,8895,3518.0,123.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2011,10.0,2020-05-16,India,Goa,15,7.0,0.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2012,11.0,2020-05-16,India,Gujarat,9931,4035.0,606.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2013,12.0,2020-05-16,India,Haryana,818,439.0,11.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2014,13.0,2020-05-16,India,Himachal Pradesh,76,39.0,3.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2015,14.0,2020-05-16,India,Jammu and Kashmir,1013,513.0,11.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2016,15.0,2020-05-16,India,Jharkhand,203,87.0,3.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2017,16.0,2020-05-16,India,Karnataka,1056,480.0,36.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2018,17.0,2020-05-16,India,Kerala,576,492.0,4.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2019,18.0,2020-05-16,India,Ladakh,43,22.0,0.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2020,19.0,2020-05-16,India,Madhya Pradesh,4595,2283.0,239.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2021,20.0,2020-05-16,India,Maharashtra,29100,6564.0,1068.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2022,21.0,2020-05-16,India,Manipur,3,2.0,0.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2023,22.0,2020-05-16,India,Meghalaya,13,11.0,1.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2024,23.0,2020-05-16,India,Mizoram,1,1.0,0.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2025,24.0,2020-05-16,India,Odisha,672,166.0,3.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2026,25.0,2020-05-16,India,Puducherry,13,9.0,1.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2027,26.0,2020-05-16,India,Punjab,1935,305.0,32.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2028,27.0,2020-05-16,India,Rajasthan,4727,2677.0,125.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2029,28.0,2020-05-16,India,Tamil Nadu,10108,2599.0,71.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2030,29.0,2020-05-16,India,Telengana,1454,959.0,34.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2031,30.0,2020-05-16,India,Tripura,156,42.0,0.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2032,31.0,2020-05-16,India,Uttarakhand,82,51.0,1.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2033,32.0,2020-05-16,India,Uttar Pradesh,4057,2165.0,95.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2034,33.0,2020-05-16,India,West Bengal,2461,829.0,225.0,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2035,,2020-05-16,India,Cases being reassigned to states,230,,,"as on : 16 May 2020, 08:00 IST (GMT+5:30)"
2036,0.0,2020-05-17,India,India,53946,34108.0,2872.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2037,1.0,2020-05-17,India,Andaman and Nicobar Islands,33,33.0,0.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2038,2.0,2020-05-17,India,Andhra Pradesh,2355,1353.0,49.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2039,3.0,2020-05-17,India,Arunachal Pradesh,1,1.0,0.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2040,4.0,2020-05-17,India,Assam,92,41.0,2.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2041,5.0,2020-05-17,India,Bihar,1179,453.0,7.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2042,6.0,2020-05-17,India,Chandigarh,191,51.0,3.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2043,7.0,2020-05-17,India,Chhattisgarh,67,56.0,0.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2044,8.0,2020-05-17,India,Dadar Nagar Haveli,1,0.0,0.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2045,9.0,2020-05-17,India,Delhi,9333,3926.0,129.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2046,10.0,2020-05-17,India,Goa,17,7.0,0.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2047,11.0,2020-05-17,India,Gujarat,10988,4308.0,625.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2048,12.0,2020-05-17,India,Haryana,887,514.0,13.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2049,13.0,2020-05-17,India,Himachal Pradesh,78,43.0,3.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2050,14.0,2020-05-17,India,Jammu and Kashmir,1121,542.0,12.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2051,15.0,2020-05-17,India,Jharkhand,217,113.0,3.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2052,16.0,2020-05-17,India,Karnataka,1092,496.0,36.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2053,17.0,2020-05-17,India,Kerala,587,495.0,4.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2054,18.0,2020-05-17,India,Ladakh,43,22.0,0.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2055,19.0,2020-05-17,India,Madhya Pradesh,4789,2315.0,243.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2056,20.0,2020-05-17,India,Maharashtra,30706,7088.0,1135.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2057,21.0,2020-05-17,India,Manipur,7,2.0,0.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2058,22.0,2020-05-17,India,Meghalaya,13,11.0,1.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2059,23.0,2020-05-17,India,Mizoram,1,1.0,0.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2060,24.0,2020-05-17,India,Odisha,737,196.0,3.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2061,25.0,2020-05-17,India,Puducherry,13,9.0,1.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2062,26.0,2020-05-17,India,Punjab,1946,1257.0,32.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2063,27.0,2020-05-17,India,Rajasthan,4960,2839.0,126.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2064,28.0,2020-05-17,India,Tamil Nadu,10585,3538.0,74.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2065,29.0,2020-05-17,India,Telengana,1509,971.0,34.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2066,30.0,2020-05-17,India,Tripura,167,64.0,0.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2067,31.0,2020-05-17,India,Uttarakhand,88,51.0,1.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2068,32.0,2020-05-17,India,Uttar Pradesh,4258,2441.0,104.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2069,33.0,2020-05-17,India,West Bengal,2576,872.0,232.0,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2070,,2020-05-17,India,Cases being reassigned to states,290,,,"as on : 17 May 2020, 08:00 IST (GMT+5:30)"
2071,0.0,2020-05-18,India,India,56316,36823.0,3029.0,"as on : 18 May 2020, 08:00 IST (GMT+5:30)"
2072,1.0,2020-05-18,India,Andaman and Nicobar Islands,33,33.0,0.0,"as on : 18 May 2020, 08:00 IST (GMT+5:30)"
2073,2.0,2020-05-18,India,Andhra Pradesh,2407,1456.0,50.0,"as on : 18 May 2020, 08:00 IST (GMT+5:30)"
2074,3.0,2020-05-18,India,Arunachal Pradesh,1,1.0,0.0,"as on : 18 May 2020, 08:00 IST (GMT+5:30)"
2075,4.0,2020-05-18,India,Assam,101,41.0,2.0,"as on : 18 May 2020, 08:00 IST (GMT+5:30)"
2076,5.0,2020-05-18,India,Bihar,1262,475.0,8.0,"as on : 18 May 2020, 08:00 IST (GMT+5:30)"
2077,6.0,2020-05-18,India,Chandigarh,191,51.0,3.0,"as on : 18 May 2020, 08:00 IST (GMT+5:30)"
2078,7.0,2020-05-18,India,Chhattisgarh,86,59.0,0.0,"as on : 18 May 2020, 08:00 IST (GMT+5:30)"
2079,8.0,2020-05-18,India,Dadar Nagar Haveli,1,0.0,0.0,"as on : 18 May 2020, 08:00 IST (GMT+5:30)"
2080,9.0,2020-05-18,India,Delhi,10054,4485.0,160.0,"as on : 18 May 2020, 08:00 IST (GMT+5:30)"
2081,10.0,2020-05-18,India,Goa,29,7.0,0.0,"as on : 18 May 2020, 08:00 IST (GMT+5:30)"
2082,11.0,2020-05-18,India,Gujarat,11379,4499.0,659.0,"as on : 18 May 2020, 08:00 IST (GMT+5:30)"
2083,12.0,2020-05-18,India,Haryana,910,562.0,14.0,"as on : 18 May 2020, 08:00 IST (GMT+5:30)"
2084,13.0,2020-05-18,India,Himachal Pradesh,80,44.0,3.0,"as on : 18 May 2020, 08:00 IST (GMT+5:30)"
2085,14.0,2020-05-18,India,Jammu and Kashmir,1183,575.0,13.0,"as on : 18 May 2020, 08:00 IST (GMT+5:30)"
