,S_no,Date,Country,State,Confirmed,Recovered,Deaths,As_Of_Date
1648,20.0,2020-05-05,India,Manipur,2,2.0,0.0,"as on : 05 May 2020, 17:00 IST (GMT+5:30)"
1649,21.0,2020-05-05,India,Meghalaya,12,10.0,1.0,"as on : 05 May 2020, 17:00 IST (GMT+5:30)"
1650,22.0,2020-05-05,India,Mizoram,1,0.0,0.0,"as on : 05 May 2020, 17:00 IST (GMT+5:30)"
1651,23.0,2020-05-05,India,Odisha,170,60.0,1.0,"as on : 05 May 2020, 17:00 IST (GMT+5:30)"
1652,24.0,2020-05-05,India,Puducherry,9,6.0,0.0,"as on : 05 May 2020, 17:00 IST (GMT+5:30)"
1653,25.0,2020-05-05,India,Punjab,1233,128.0,23.0,"as on : 05 May 2020, 17:00 IST (GMT+5:30)"
1654,26.0,2020-05-05,India,Rajasthan,3061,1394.0,77.0,"as on : 05 May 2020, 17:00 IST (GMT+5:30)"
1655,27.0,2020-05-05,India,Tamil Nadu,3550,1409.0,31.0,"as on : 05 May 2020, 17:00 IST (GMT+5:30)"
1656,28.0,2020-05-05,India,Telengana,1085,585.0,29.0,"as on : 05 May 2020, 17:00 IST (GMT+5:30)"
1657,29.0,2020-05-05,India,Tripura,29,2.0,0.0,"as on : 05 May 2020, 17:00 IST (GMT+5:30)"
1658,30.0,2020-05-05,India,Uttarakhand,60,39.0,1.0,"as on : 05 May 2020, 17:00 IST (GMT+5:30)"
1659,31.0,2020-05-05,India,Uttar Pradesh,2859,944.0,53.0,"as on : 05 May 2020, 17:00 IST (GMT+5:30)"
1660,32.0,2020-05-05,India,West Bengal,1259,218.0,133.0,"as on : 05 May 2020, 17:00 IST (GMT+5:30)"
1661,0.0,2020-05-06,India,India,33514,14182.0,1694.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1662,1.0,2020-05-06,India,Andaman and Nicobar Islands,33,32.0,0.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1663,2.0,2020-05-06,India,Andhra Pradesh,1717,589.0,36.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1664,3.0,2020-05-06,India,Arunachal Pradesh,1,1.0,0.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1665,4.0,2020-05-06,India,Assam,43,32.0,1.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1666,5.0,2020-05-06,India,Bihar,536,142.0,4.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1667,6.0,2020-05-06,India,Chandigarh,111,21.0,1.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1668,7.0,2020-05-06,India,Chhattisgarh,59,36.0,0.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1669,8.0,2020-05-06,India,Dadar Nagar Haveli,1,0.0,0.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1670,9.0,2020-05-06,India,Delhi,5104,1468.0,64.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1671,10.0,2020-05-06,India,Goa,7,7.0,0.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1672,11.0,2020-05-06,India,Gujarat,6245,1381.0,368.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1673,12.0,2020-05-06,India,Haryana,548,256.0,6.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1674,13.0,2020-05-06,India,Himachal Pradesh,42,38.0,2.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1675,14.0,2020-05-06,India,Jammu and Kashmir,741,320.0,8.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1676,15.0,2020-05-06,India,Jharkhand,125,33.0,3.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1677,16.0,2020-05-06,India,Karnataka,671,331.0,29.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1678,17.0,2020-05-06,India,Kerala,502,462.0,4.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1679,18.0,2020-05-06,India,Ladakh,41,17.0,0.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1680,19.0,2020-05-06,India,Madhya Pradesh,3049,1000.0,176.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1681,20.0,2020-05-06,India,Maharashtra,15525,2819.0,617.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1682,21.0,2020-05-06,India,Manipur,2,2.0,0.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1683,22.0,2020-05-06,India,Meghalaya,12,10.0,1.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1684,23.0,2020-05-06,India,Mizoram,1,0.0,0.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1685,24.0,2020-05-06,India,Odisha,175,60.0,1.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1686,25.0,2020-05-06,India,Puducherry,9,6.0,0.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1687,26.0,2020-05-06,India,Punjab,1451,133.0,25.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1688,27.0,2020-05-06,India,Rajasthan,3158,1525.0,89.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1689,28.0,2020-05-06,India,Tamil Nadu,4058,1485.0,33.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1690,29.0,2020-05-06,India,Telengana,1096,585.0,29.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1691,30.0,2020-05-06,India,Tripura,43,2.0,0.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1692,31.0,2020-05-06,India,Uttarakhand,61,39.0,1.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1693,32.0,2020-05-06,India,Uttar Pradesh,2880,987.0,56.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1694,33.0,2020-05-06,India,West Bengal,1344,364.0,140.0,"as on : 06 May 2020, 08:00 IST (GMT+5:30)"
1695,0.0,2020-05-07,India,India,35902,15266.0,1783.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1696,1.0,2020-05-07,India,Andaman and Nicobar Islands,33,32.0,0.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1697,2.0,2020-05-07,India,Andhra Pradesh,1777,729.0,36.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1698,3.0,2020-05-07,India,Arunachal Pradesh,1,1.0,0.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1699,4.0,2020-05-07,India,Assam,45,32.0,1.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1700,5.0,2020-05-07,India,Bihar,542,188.0,4.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1701,6.0,2020-05-07,India,Chandigarh,120,21.0,1.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1702,7.0,2020-05-07,India,Chhattisgarh,59,36.0,0.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1703,8.0,2020-05-07,India,Dadar Nagar Haveli,1,0.0,0.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1704,9.0,2020-05-07,India,Delhi,5532,1542.0,65.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1705,10.0,2020-05-07,India,Goa,7,7.0,0.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1706,11.0,2020-05-07,India,Gujarat,6625,1500.0,396.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1707,12.0,2020-05-07,India,Haryana,594,260.0,7.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1708,13.0,2020-05-07,India,Himachal Pradesh,45,38.0,2.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1709,14.0,2020-05-07,India,Jammu and Kashmir,775,322.0,8.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1710,15.0,2020-05-07,India,Jharkhand,127,37.0,3.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1711,16.0,2020-05-07,India,Karnataka,693,354.0,29.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1712,17.0,2020-05-07,India,Kerala,503,469.0,4.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1713,18.0,2020-05-07,India,Ladakh,41,17.0,0.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1714,19.0,2020-05-07,India,Madhya Pradesh,3138,1099.0,185.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1715,20.0,2020-05-07,India,Maharashtra,16758,3094.0,651.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1716,21.0,2020-05-07,India,Manipur,2,2.0,0.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1717,22.0,2020-05-07,India,Meghalaya,12,10.0,1.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1718,23.0,2020-05-07,India,Mizoram,1,0.0,0.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1719,24.0,2020-05-07,India,Odisha,185,61.0,2.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1720,25.0,2020-05-07,India,Puducherry,9,6.0,0.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1721,26.0,2020-05-07,India,Punjab,1516,135.0,27.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1722,27.0,2020-05-07,India,Rajasthan,3317,1596.0,92.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1723,28.0,2020-05-07,India,Tamil Nadu,4829,1516.0,35.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1724,29.0,2020-05-07,India,Telengana,1107,628.0,29.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1725,30.0,2020-05-07,India,Tripura,43,2.0,0.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1726,31.0,2020-05-07,India,Uttarakhand,61,39.0,1.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1727,32.0,2020-05-07,India,Uttar Pradesh,2998,1130.0,60.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1728,33.0,2020-05-07,India,West Bengal,1456,364.0,144.0,"as on : 07 May 2020, 08:00 IST (GMT+5:30)"
1729,0.0,2020-05-08,India,India,37916,16539.0,1886.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1730,1.0,2020-05-08,India,Andaman and Nicobar Islands,33,33.0,0.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1731,2.0,2020-05-08,India,Andhra Pradesh,1847,780.0,38.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1732,3.0,2020-05-08,India,Arunachal Pradesh,1,1.0,0.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1733,4.0,2020-05-08,India,Assam,54,34.0,1.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1734,5.0,2020-05-08,India,Bihar,550,246.0,5.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1735,6.0,2020-05-08,India,Chandigarh,135,21.0,1.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1736,7.0,2020-05-08,India,Chhattisgarh,59,38.0,0.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1737,8.0,2020-05-08,India,Dadar Nagar Haveli,1,0.0,0.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1738,9.0,2020-05-08,India,Delhi,5980,1931.0,66.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1739,10.0,2020-05-08,India,Goa,7,7.0,0.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1740,11.0,2020-05-08,India,Gujarat,7012,1709.0,425.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1741,12.0,2020-05-08,India,Haryana,625,260.0,7.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1742,13.0,2020-05-08,India,Himachal Pradesh,46,38.0,2.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1743,14.0,2020-05-08,India,Jammu and Kashmir,793,335.0,9.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1744,15.0,2020-05-08,India,Jharkhand,132,41.0,3.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1745,16.0,2020-05-08,India,Karnataka,705,366.0,30.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1746,17.0,2020-05-08,India,Kerala,503,474.0,4.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1747,18.0,2020-05-08,India,Ladakh,42,17.0,0.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1748,19.0,2020-05-08,India,Madhya Pradesh,3252,1231.0,193.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1749,20.0,2020-05-08,India,Maharashtra,17974,3301.0,694.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1750,21.0,2020-05-08,India,Manipur,2,2.0,0.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1751,22.0,2020-05-08,India,Meghalaya,12,10.0,1.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1752,23.0,2020-05-08,India,Mizoram,1,0.0,0.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1753,24.0,2020-05-08,India,Odisha,219,62.0,2.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1754,25.0,2020-05-08,India,Puducherry,9,6.0,0.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1755,26.0,2020-05-08,India,Punjab,1644,149.0,28.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1756,27.0,2020-05-08,India,Rajasthan,3427,1596.0,97.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1757,28.0,2020-05-08,India,Tamil Nadu,5409,1547.0,37.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1758,29.0,2020-05-08,India,Telengana,1123,650.0,29.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1759,30.0,2020-05-08,India,Tripura,65,2.0,0.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1760,31.0,2020-05-08,India,Uttarakhand,61,39.0,1.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1761,32.0,2020-05-08,India,Uttar Pradesh,3071,1250.0,62.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1762,33.0,2020-05-08,India,West Bengal,1548,364.0,151.0,"as on : 08 May 2020, 08:00 IST (GMT+5:30)"
1763,0.0,2020-05-09,India,India,39834,17846.0,1981.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1764,1.0,2020-05-09,India,Andaman and Nicobar Islands,33,33.0,0.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1765,2.0,2020-05-09,India,Andhra Pradesh,1887,842.0,41.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1766,3.0,2020-05-09,India,Arunachal Pradesh,1,1.0,0.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1767,4.0,2020-05-09,India,Assam,59,34.0,1.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1768,5.0,2020-05-09,India,Bihar,571,297.0,5.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1769,6.0,2020-05-09,India,Chandigarh,150,21.0,1.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1770,7.0,2020-05-09,India,Chhattisgarh,59,38.0,0.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1771,8.0,2020-05-09,India,Dadar Nagar Haveli,1,0.0,0.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1772,9.0,2020-05-09,India,Delhi,6318,2020.0,68.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1773,10.0,2020-05-09,India,Goa,7,7.0,0.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1774,11.0,2020-05-09,India,Gujarat,7402,1872.0,449.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1775,12.0,2020-05-09,India,Haryana,647,279.0,8.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1776,13.0,2020-05-09,India,Himachal Pradesh,50,38.0,2.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1777,14.0,2020-05-09,India,Jammu and Kashmir,823,364.0,9.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1778,15.0,2020-05-09,India,Jharkhand,132,52.0,3.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1779,16.0,2020-05-09,India,Karnataka,753,376.0,30.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1780,17.0,2020-05-09,India,Kerala,503,484.0,4.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1781,18.0,2020-05-09,India,Ladakh,42,17.0,0.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1782,19.0,2020-05-09,India,Madhya Pradesh,3341,1349.0,200.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1783,20.0,2020-05-09,India,Maharashtra,19063,3470.0,731.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1784,21.0,2020-05-09,India,Manipur,2,2.0,0.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1785,22.0,2020-05-09,India,Meghalaya,12,10.0,1.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1786,23.0,2020-05-09,India,Mizoram,1,0.0,0.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1787,24.0,2020-05-09,India,Odisha,271,63.0,2.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1788,25.0,2020-05-09,India,Puducherry,9,6.0,0.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1789,26.0,2020-05-09,India,Punjab,1731,152.0,29.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1790,27.0,2020-05-09,India,Rajasthan,3579,1916.0,101.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1791,28.0,2020-05-09,India,Tamil Nadu,6009,1605.0,40.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1792,29.0,2020-05-09,India,Telengana,1133,700.0,29.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1793,30.0,2020-05-09,India,Tripura,118,2.0,0.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1794,31.0,2020-05-09,India,Uttarakhand,63,46.0,1.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1795,32.0,2020-05-09,India,Uttar Pradesh,3214,1387.0,66.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1796,33.0,2020-05-09,India,West Bengal,1678,364.0,160.0,"as on : 09 May 2020, 08:00 IST (GMT+5:30)"
1797,0.0,2020-05-10,India,India,41472,19357.0,2109.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1798,1.0,2020-05-10,India,Andaman and Nicobar Islands,33,33.0,0.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1799,2.0,2020-05-10,India,Andhra Pradesh,1930,887.0,44.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1800,3.0,2020-05-10,India,Arunachal Pradesh,1,1.0,0.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1801,4.0,2020-05-10,India,Assam,63,34.0,2.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1802,5.0,2020-05-10,India,Bihar,591,322.0,5.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1803,6.0,2020-05-10,India,Chandigarh,169,24.0,2.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1804,7.0,2020-05-10,India,Chhattisgarh,59,43.0,0.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1805,8.0,2020-05-10,India,Dadar Nagar Haveli,1,0.0,0.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1806,9.0,2020-05-10,India,Delhi,6542,2020.0,73.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1807,10.0,2020-05-10,India,Goa,7,7.0,0.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1808,11.0,2020-05-10,India,Gujarat,7796,2091.0,472.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1809,12.0,2020-05-10,India,Haryana,675,290.0,9.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1810,13.0,2020-05-10,India,Himachal Pradesh,50,38.0,2.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1811,14.0,2020-05-10,India,Jammu and Kashmir,836,368.0,9.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1812,15.0,2020-05-10,India,Jharkhand,156,78.0,3.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1813,16.0,2020-05-10,India,Karnataka,794,386.0,30.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1814,17.0,2020-05-10,India,Kerala,505,485.0,4.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1815,18.0,2020-05-10,India,Ladakh,42,17.0,0.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1816,19.0,2020-05-10,India,Madhya Pradesh,3614,1676.0,215.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1817,20.0,2020-05-10,India,Maharashtra,20228,3800.0,779.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1818,21.0,2020-05-10,India,Manipur,2,2.0,0.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1819,22.0,2020-05-10,India,Meghalaya,13,10.0,1.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1820,23.0,2020-05-10,India,Mizoram,1,1.0,0.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1821,24.0,2020-05-10,India,Odisha,294,63.0,2.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1822,25.0,2020-05-10,India,Puducherry,9,6.0,0.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1823,26.0,2020-05-10,India,Punjab,1762,157.0,31.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1824,27.0,2020-05-10,India,Rajasthan,3708,2026.0,106.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1825,28.0,2020-05-10,India,Tamil Nadu,6535,1824.0,44.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1826,29.0,2020-05-10,India,Telengana,1163,750.0,30.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1827,30.0,2020-05-10,India,Tripura,134,2.0,0.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1828,31.0,2020-05-10,India,Uttarakhand,67,46.0,1.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1829,32.0,2020-05-10,India,Uttar Pradesh,3373,1499.0,74.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1830,33.0,2020-05-10,India,West Bengal,1786,372.0,171.0,"as on : 10 May 2020, 08:00 IST (GMT+5:30)"
1831,0.0,2020-05-11,India,India,44029,20916.0,2206.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1832,1.0,2020-05-11,India,Andaman and Nicobar Islands,33,33.0,0.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1833,2.0,2020-05-11,India,Andhra Pradesh,1980,925.0,45.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1834,3.0,2020-05-11,India,Arunachal Pradesh,1,1.0,0.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1835,4.0,2020-05-11,India,Assam,63,34.0,2.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1836,5.0,2020-05-11,India,Bihar,696,365.0,6.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1837,6.0,2020-05-11,India,Chandigarh,169,24.0,2.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1838,7.0,2020-05-11,India,Chhattisgarh,59,49.0,0.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1839,8.0,2020-05-11,India,Dadar Nagar Haveli,1,0.0,0.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1840,9.0,2020-05-11,India,Delhi,6923,2069.0,73.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1841,10.0,2020-05-11,India,Goa,7,7.0,0.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1842,11.0,2020-05-11,India,Gujarat,8194,2545.0,493.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1843,12.0,2020-05-11,India,Haryana,703,300.0,10.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1844,13.0,2020-05-11,India,Himachal Pradesh,55,39.0,2.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1845,14.0,2020-05-11,India,Jammu and Kashmir,861,383.0,9.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1846,15.0,2020-05-11,India,Jharkhand,157,78.0,3.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1847,16.0,2020-05-11,India,Karnataka,848,424.0,31.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1848,17.0,2020-05-11,India,Kerala,512,489.0,4.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1849,18.0,2020-05-11,India,Ladakh,42,21.0,0.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1850,19.0,2020-05-11,India,Madhya Pradesh,3614,1676.0,215.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1851,20.0,2020-05-11,India,Maharashtra,22171,4199.0,832.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1852,21.0,2020-05-11,India,Manipur,2,2.0,0.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1853,22.0,2020-05-11,India,Meghalaya,13,10.0,1.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1854,23.0,2020-05-11,India,Mizoram,1,1.0,0.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1855,24.0,2020-05-11,India,Odisha,377,68.0,3.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1856,25.0,2020-05-11,India,Puducherry,9,6.0,0.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1857,26.0,2020-05-11,India,Punjab,1823,166.0,31.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1858,27.0,2020-05-11,India,Rajasthan,3814,2176.0,107.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1859,28.0,2020-05-11,India,Tamil Nadu,7204,1959.0,47.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1860,29.0,2020-05-11,India,Telengana,1196,750.0,30.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1861,30.0,2020-05-11,India,Tripura,150,2.0,0.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1862,31.0,2020-05-11,India,Uttarakhand,68,46.0,1.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1863,32.0,2020-05-11,India,Uttar Pradesh,3467,1653.0,74.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1864,33.0,2020-05-11,India,West Bengal,1939,417.0,185.0,"as on : 11 May 2020, 08:00 IST (GMT+5:30)"
1865,0.0,2020-05-12,India,India,46008,22454.0,2293.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
1866,1.0,2020-05-12,India,Andaman and Nicobar Islands,33,33.0,0.0,"as on : 12 May 2020, 08:00 IST (GMT+5:30)"
