,Date,State,District,Confirmed,Recovered,Deaths,Tested
519,2020-03-28,Puducherry,Total,1,0,0,0
520,2020-03-28,Rajasthan,Total,54,0,0,0
521,2020-03-28,Telangana,Total,67,0,0,0
522,2020-03-28,Telangana,Unknown,67,0,0,0
523,2020-03-28,Tamil Nadu,Total,42,0,0,0
524,2020-03-28,Total,Total,1019,8,3,27688
525,2020-03-28,Uttar Pradesh,Total,65,0,0,0
526,2020-03-28,Uttarakhand,Total,6,0,0,0
527,2020-03-28,West Bengal,Total,18,0,0,0
528,2020-03-29,Andaman and Nicobar Islands,Total,9,0,0,0
529,2020-03-29,Andaman and Nicobar Islands,Unknown,9,0,0,0
530,2020-03-29,Andhra Pradesh,Total,21,1,0,0
531,2020-03-29,Bihar,Total,15,0,1,0
532,2020-03-29,Chandigarh,Total,8,0,0,0
533,2020-03-29,Chandigarh,Chandigarh,8,0,0,0
534,2020-03-29,Chhattisgarh,Total,7,0,0,0
535,2020-03-29,Delhi,Total,72,6,2,0
536,2020-03-29,Delhi,Delhi,72,6,2,0
537,2020-03-29,Goa,Total,5,0,0,0
538,2020-03-29,Gujarat,Total,63,1,5,0
539,2020-03-29,Himachal Pradesh,Total,3,1,1,0
540,2020-03-29,Haryana,Total,35,14,0,0
541,2020-03-29,Jammu and Kashmir,Total,38,1,1,0
542,2020-03-29,Karnataka,Total,83,5,3,0
543,2020-03-29,Kerala,Total,202,20,1,0
544,2020-03-29,Ladakh,Total,13,3,0,0
545,2020-03-29,Maharashtra,Total,203,25,8,0
546,2020-03-29,Manipur,Total,1,0,0,0
547,2020-03-29,Madhya Pradesh,Total,39,0,2,0
548,2020-03-29,Mizoram,Total,1,0,0,0
549,2020-03-29,Odisha,Total,3,0,0,0
550,2020-03-29,Punjab,Total,38,1,1,0
551,2020-03-29,Puducherry,Total,1,0,0,0
552,2020-03-29,Rajasthan,Total,59,3,0,0
553,2020-03-29,Telangana,Total,70,1,1,0
554,2020-03-29,Telangana,Unknown,70,1,1,0
555,2020-03-29,Tamil Nadu,Total,50,4,1,0
556,2020-03-29,Total,Total,1139,99,28,27688
557,2020-03-29,Uttar Pradesh,Total,72,11,0,0
558,2020-03-29,Uttarakhand,Total,7,2,0,0
559,2020-03-29,West Bengal,Total,21,0,1,0
560,2020-03-30,Andaman and Nicobar Islands,Total,10,0,0,0
561,2020-03-30,Andaman and Nicobar Islands,Unknown,10,0,0,0
562,2020-03-30,Andhra Pradesh,Total,23,1,0,0
563,2020-03-30,Bihar,Total,15,0,1,0
564,2020-03-30,Chandigarh,Total,13,0,0,0
565,2020-03-30,Chandigarh,Chandigarh,13,0,0,0
566,2020-03-30,Chhattisgarh,Total,8,0,0,0
567,2020-03-30,Delhi,Total,97,6,2,0
568,2020-03-30,Delhi,Delhi,97,6,2,0
569,2020-03-30,Goa,Total,5,0,0,0
570,2020-03-30,Gujarat,Total,70,3,6,0
571,2020-03-30,Himachal Pradesh,Total,3,1,1,0
572,2020-03-30,Haryana,Total,36,20,0,0
573,2020-03-30,Jammu and Kashmir,Total,49,1,1,0
574,2020-03-30,Karnataka,Total,88,6,3,0
575,2020-03-30,Kerala,Total,234,20,1,0
576,2020-03-30,Ladakh,Total,13,3,0,0
577,2020-03-30,Maharashtra,Total,220,39,10,0
578,2020-03-30,Manipur,Total,1,0,0,0
579,2020-03-30,Madhya Pradesh,Total,47,0,4,0
580,2020-03-30,Mizoram,Total,1,0,0,0
581,2020-03-30,Odisha,Total,3,0,0,0
582,2020-03-30,Punjab,Total,41,1,3,0
583,2020-03-30,Puducherry,Total,1,0,0,0
584,2020-03-30,Rajasthan,Total,79,3,0,0
585,2020-03-30,Telangana,Total,77,14,6,0
586,2020-03-30,Telangana,Unknown,77,14,6,0
587,2020-03-30,Tamil Nadu,Total,67,4,1,0
588,2020-03-30,Total,Total,1326,141,41,38442
589,2020-03-30,Uttar Pradesh,Total,96,17,0,0
590,2020-03-30,Uttarakhand,Total,7,2,0,0
591,2020-03-30,West Bengal,Total,22,0,2,0
592,2020-03-31,Andaman and Nicobar Islands,Total,10,0,0,0
593,2020-03-31,Andaman and Nicobar Islands,Unknown,10,0,0,0
594,2020-03-31,Andhra Pradesh,Total,44,1,0,0
595,2020-03-31,Assam,Total,1,0,0,0
596,2020-03-31,Bihar,Total,21,0,1,0
597,2020-03-31,Chandigarh,Total,15,0,0,0
598,2020-03-31,Chandigarh,Chandigarh,15,0,0,0
599,2020-03-31,Chhattisgarh,Total,9,2,0,0
600,2020-03-31,Delhi,Total,120,6,2,0
601,2020-03-31,Delhi,Delhi,120,6,2,0
602,2020-03-31,Goa,Total,5,0,0,0
603,2020-03-31,Gujarat,Total,74,5,6,0
604,2020-03-31,Himachal Pradesh,Total,3,1,1,0
605,2020-03-31,Haryana,Total,43,24,0,0
606,2020-03-31,Jharkhand,Total,1,0,0,0
607,2020-03-31,Jammu and Kashmir,Total,55,1,2,0
608,2020-03-31,Karnataka,Total,101,8,3,0
609,2020-03-31,Kerala,Total,241,24,2,0
610,2020-03-31,Ladakh,Total,13,3,0,0
611,2020-03-31,Maharashtra,Total,302,39,11,0
612,2020-03-31,Manipur,Total,1,0,0,0
613,2020-03-31,Madhya Pradesh,Total,66,0,5,0
614,2020-03-31,Mizoram,Total,1,0,0,0
615,2020-03-31,Odisha,Total,4,0,0,0
616,2020-03-31,Punjab,Total,42,1,4,0
617,2020-03-31,Puducherry,Total,1,0,0,0
618,2020-03-31,Rajasthan,Total,93,3,0,0
619,2020-03-31,Telangana,Total,97,14,6,0
620,2020-03-31,Telangana,Unknown,97,14,6,0
621,2020-03-31,Tamil Nadu,Total,124,6,1,0
622,2020-03-31,Total,Total,1635,160,47,42788
623,2020-03-31,Uttar Pradesh,Total,104,17,0,0
624,2020-03-31,Uttarakhand,Total,7,2,0,0
625,2020-03-31,West Bengal,Total,37,3,3,0
626,2020-04-01,Andaman and Nicobar Islands,Total,10,0,0,0
627,2020-04-01,Andaman and Nicobar Islands,Unknown,10,0,0,0
628,2020-04-01,Andhra Pradesh,Total,111,2,0,0
629,2020-04-01,Assam,Total,16,0,0,0
630,2020-04-01,Bihar,Total,24,0,1,0
631,2020-04-01,Chandigarh,Total,17,0,0,0
632,2020-04-01,Chandigarh,Chandigarh,17,0,0,0
633,2020-04-01,Chhattisgarh,Total,9,2,0,0
634,2020-04-01,Delhi,Total,152,6,2,2621
635,2020-04-01,Delhi,Delhi,152,6,2,2621
636,2020-04-01,Goa,Total,5,0,0,0
637,2020-04-01,Gujarat,Total,87,5,6,0
638,2020-04-01,Himachal Pradesh,Total,3,1,1,0
639,2020-04-01,Haryana,Total,43,27,0,0
640,2020-04-01,Jharkhand,Total,1,0,0,0
641,2020-04-01,Jammu and Kashmir,Total,62,2,2,0
642,2020-04-01,Karnataka,Total,110,9,3,0
643,2020-04-01,Kerala,Total,265,26,2,7965
644,2020-04-01,Ladakh,Total,13,3,0,0
645,2020-04-01,Maharashtra,Total,335,39,16,0
646,2020-04-01,Maharashtra,Aurangabad,0,0,0,160
647,2020-04-01,Manipur,Total,1,0,0,0
648,2020-04-01,Madhya Pradesh,Total,98,0,6,0
649,2020-04-01,Mizoram,Total,1,0,0,0
650,2020-04-01,Odisha,Total,5,1,0,0
651,2020-04-01,Punjab,Total,46,1,4,0
652,2020-04-01,Puducherry,Total,3,0,0,0
653,2020-04-01,Rajasthan,Total,120,3,0,0
654,2020-04-01,Rajasthan,Jaipur,0,0,0,1186
655,2020-04-01,Rajasthan,Jodhpur,0,0,0,405
656,2020-04-01,Rajasthan,Udaipur,0,0,0,117
657,2020-04-01,Telangana,Total,127,14,9,0
658,2020-04-01,Telangana,Unknown,127,14,9,0
659,2020-04-01,Tamil Nadu,Total,234,6,1,0
660,2020-04-01,Total,Total,2059,169,58,47951
661,2020-04-01,Uttar Pradesh,Total,117,17,2,0
662,2020-04-01,Uttarakhand,Total,7,2,0,0
663,2020-04-01,West Bengal,Total,37,3,3,659
664,2020-04-02,Andaman and Nicobar Islands,Total,10,0,0,0
665,2020-04-02,Andaman and Nicobar Islands,Unknown,10,0,0,0
666,2020-04-02,Andhra Pradesh,Total,149,2,0,1800
667,2020-04-02,Arunachal Pradesh,Total,1,0,0,0
668,2020-04-02,Assam,Total,16,0,0,962
669,2020-04-02,Bihar,Total,29,3,1,0
670,2020-04-02,Chandigarh,Total,18,0,0,124
671,2020-04-02,Chandigarh,Chandigarh,18,0,0,124
672,2020-04-02,Chhattisgarh,Total,9,3,0,1232
673,2020-04-02,Delhi,Total,293,8,4,2621
674,2020-04-02,Delhi,Delhi,293,8,4,2621
675,2020-04-02,Goa,Total,5,0,0,220
676,2020-04-02,Gujarat,Total,88,10,7,0
677,2020-04-02,Himachal Pradesh,Total,6,1,1,0
678,2020-04-02,Haryana,Total,49,27,0,0
679,2020-04-02,Jharkhand,Total,2,0,0,0
680,2020-04-02,Jammu and Kashmir,Total,70,3,2,0
681,2020-04-02,Karnataka,Total,124,11,3,0
682,2020-04-02,Kerala,Total,286,28,2,8456
683,2020-04-02,Ladakh,Total,13,3,0,0
684,2020-04-02,Maharashtra,Total,423,42,21,0
685,2020-04-02,Maharashtra,Aurangabad,0,0,0,196
686,2020-04-02,Manipur,Total,2,0,0,0
687,2020-04-02,Madhya Pradesh,Total,107,0,8,0
688,2020-04-02,Mizoram,Total,1,0,0,0
689,2020-04-02,Odisha,Total,5,1,0,0
690,2020-04-02,Punjab,Total,47,1,5,1434
691,2020-04-02,Puducherry,Total,5,0,0,0
692,2020-04-02,Rajasthan,Total,133,3,0,0
693,2020-04-02,Rajasthan,Jaipur,0,0,0,1316
694,2020-04-02,Rajasthan,Jodhpur,0,0,0,442
695,2020-04-02,Rajasthan,Udaipur,0,0,0,138
696,2020-04-02,Telangana,Total,154,17,9,0
697,2020-04-02,Telangana,Unknown,154,17,9,0
698,2020-04-02,Tamil Nadu,Total,309,6,1,0
699,2020-04-02,Total,Total,2545,191,69,55851
700,2020-04-02,Uttar Pradesh,Total,128,17,2,0
701,2020-04-02,Uttarakhand,Total,10,2,0,678
702,2020-04-02,West Bengal,Total,53,3,3,659
703,2020-04-03,Andaman and Nicobar Islands,Total,10,0,0,0
704,2020-04-03,Andaman and Nicobar Islands,Unknown,10,0,0,0
705,2020-04-03,Andhra Pradesh,Total,164,2,1,1800
706,2020-04-03,Arunachal Pradesh,Total,1,0,0,0
707,2020-04-03,Assam,Total,23,0,0,962
708,2020-04-03,Bihar,Total,31,3,1,0
709,2020-04-03,Chandigarh,Total,18,0,0,124
710,2020-04-03,Chandigarh,Chandigarh,18,0,0,124
711,2020-04-03,Chhattisgarh,Total,9,3,0,1232
712,2020-04-03,Delhi,Total,386,8,6,2621
713,2020-04-03,Delhi,Delhi,386,8,6,2621
714,2020-04-03,Goa,Total,6,0,0,220
715,2020-04-03,Gujarat,Total,95,10,9,0
716,2020-04-03,Himachal Pradesh,Total,6,1,2,0
717,2020-04-03,Haryana,Total,58,28,0,1325
718,2020-04-03,Jharkhand,Total,2,0,0,0
719,2020-04-03,Jammu and Kashmir,Total,75,3,2,0
720,2020-04-03,Karnataka,Total,128,11,4,4587
721,2020-04-03,Kerala,Total,295,42,2,9139
722,2020-04-03,Ladakh,Total,14,3,0,0
723,2020-04-03,Maharashtra,Total,487,50,26,0
724,2020-04-03,Maharashtra,Aurangabad,0,0,0,224
725,2020-04-03,Manipur,Total,2,0,0,0
726,2020-04-03,Madhya Pradesh,Total,154,0,8,0
727,2020-04-03,Mizoram,Total,1,0,0,0
728,2020-04-03,Odisha,Total,20,2,0,1395
729,2020-04-03,Punjab,Total,53,1,5,1434
730,2020-04-03,Puducherry,Total,5,0,0,0
731,2020-04-03,Rajasthan,Total,179,3,0,0
732,2020-04-03,Rajasthan,Jaipur,0,0,0,1316
733,2020-04-03,Rajasthan,Jodhpur,0,0,0,442
734,2020-04-03,Rajasthan,Udaipur,0,0,0,162
735,2020-04-03,Telangana,Total,229,32,11,0
736,2020-04-03,Telangana,Unknown,229,32,11,0
737,2020-04-03,Tamil Nadu,Total,411,6,1,3684
738,2020-04-03,Total,Total,3105,230,83,69245
739,2020-04-03,Uttar Pradesh,Total,174,17,2,0
740,2020-04-03,Uttarakhand,Total,16,2,0,678
741,2020-04-03,West Bengal,Total,53,3,3,659
742,2020-04-04,Andaman and Nicobar Islands,Total,10,0,0,0
743,2020-04-04,Andaman and Nicobar Islands,Unknown,10,0,0,0
744,2020-04-04,Andhra Pradesh,Total,192,2,1,1800
745,2020-04-04,Arunachal Pradesh,Total,1,0,0,0
746,2020-04-04,Assam,Total,26,0,0,962
747,2020-04-04,Bihar,Total,32,3,1,0
748,2020-04-04,Chandigarh,Total,18,3,0,124
749,2020-04-04,Chandigarh,Chandigarh,18,3,0,124
750,2020-04-04,Chhattisgarh,Total,10,3,0,1232
751,2020-04-04,Delhi,Total,445,16,6,2621
752,2020-04-04,Delhi,Delhi,445,16,6,2621
753,2020-04-04,Goa,Total,7,0,0,220
754,2020-04-04,Gujarat,Total,108,13,10,0
755,2020-04-04,Himachal Pradesh,Total,13,1,2,0
756,2020-04-04,Haryana,Total,84,29,0,1325
757,2020-04-04,Jharkhand,Total,2,0,0,0
758,2020-04-04,Jammu and Kashmir,Total,92,3,2,0
759,2020-04-04,Karnataka,Total,144,11,4,4587
760,2020-04-04,Kerala,Total,306,50,2,9744
761,2020-04-04,Ladakh,Total,14,3,0,0
762,2020-04-04,Maharashtra,Total,635,52,32,0
763,2020-04-04,Maharashtra,Aurangabad,0,0,0,266
764,2020-04-04,Manipur,Total,2,0,0,0
765,2020-04-04,Madhya Pradesh,Total,179,0,11,0
766,2020-04-04,Mizoram,Total,1,0,0,0
767,2020-04-04,Odisha,Total,21,2,0,1395
768,2020-04-04,Punjab,Total,65,3,5,1434
769,2020-04-04,Puducherry,Total,5,0,0,0
770,2020-04-04,Rajasthan,Total,206,25,1,0
771,2020-04-04,Rajasthan,Jaipur,0,0,0,1316
772,2020-04-04,Rajasthan,Jodhpur,0,0,0,442
773,2020-04-04,Rajasthan,Udaipur,0,0,0,162
774,2020-04-04,Telangana,Total,272,33,11,0
775,2020-04-04,Telangana,Unknown,272,33,11,0
776,2020-04-04,Tamil Nadu,Total,485,8,3,3684
777,2020-04-04,Total,Total,3684,286,96,79950
778,2020-04-04,Uttar Pradesh,Total,234,21,2,0
779,2020-04-04,Uttarakhand,Total,22,2,0,678
780,2020-04-04,West Bengal,Total,53,3,3,1042
781,2020-04-05,Andaman and Nicobar Islands,Total,10,0,0,0
782,2020-04-05,Andaman and Nicobar Islands,Unknown,10,0,0,0
783,2020-04-05,Andhra Pradesh,Total,256,5,1,1800
784,2020-04-05,Arunachal Pradesh,Total,1,0,0,0
785,2020-04-05,Assam,Total,26,0,0,962
786,2020-04-05,Bihar,Total,32,3,1,3037
787,2020-04-05,Chandigarh,Total,18,5,0,124
788,2020-04-05,Chandigarh,Chandigarh,18,5,0,124
789,2020-04-05,Chhattisgarh,Total,10,8,0,1232
790,2020-04-05,Delhi,Total,503,16,7,2621
791,2020-04-05,Delhi,Delhi,503,16,7,2621
792,2020-04-05,Goa,Total,7,0,0,220
793,2020-04-05,Gujarat,Total,128,21,11,0
794,2020-04-05,Himachal Pradesh,Total,14,1,2,0
795,2020-04-05,Haryana,Total,90,29,0,1325
796,2020-04-05,Jharkhand,Total,3,0,0,0
797,2020-04-05,Jammu and Kashmir,Total,106,4,2,1551
798,2020-04-05,Karnataka,Total,151,12,4,4587
799,2020-04-05,Kerala,Total,314,56,2,10221
800,2020-04-05,Ladakh,Total,14,3,0,0
801,2020-04-05,Maharashtra,Total,747,56,45,16008
802,2020-04-05,Maharashtra,Aurangabad,0,0,0,355
803,2020-04-05,Manipur,Total,2,0,0,0
804,2020-04-05,Madhya Pradesh,Total,193,3,13,2812
805,2020-04-05,Mizoram,Total,1,0,0,0
806,2020-04-05,Odisha,Total,39,2,0,1395
807,2020-04-05,Punjab,Total,68,4,7,1434
808,2020-04-05,Puducherry,Total,5,0,0,0
809,2020-04-05,Rajasthan,Total,266,25,1,12279
810,2020-04-05,Rajasthan,Jaipur,0,0,0,1733
811,2020-04-05,Rajasthan,Jodhpur,0,0,0,654
812,2020-04-05,Rajasthan,Udaipur,0,0,0,345
813,2020-04-05,Telangana,Total,334,33,11,0
814,2020-04-05,Telangana,Unknown,334,33,11,0
815,2020-04-05,Tamil Nadu,Total,571,8,5,3684
816,2020-04-05,Total,Total,4293,329,118,89534
817,2020-04-05,Uttar Pradesh,Total,278,21,3,5255
818,2020-04-05,Uttarakhand,Total,26,4,0,678
819,2020-04-05,West Bengal,Total,80,10,3,1042
820,2020-04-06,Andaman and Nicobar Islands,Total,10,0,0,0
821,2020-04-06,Andaman and Nicobar Islands,Unknown,10,0,0,0
822,2020-04-06,Andhra Pradesh,Total,303,5,3,1800
823,2020-04-06,Arunachal Pradesh,Total,1,0,0,0
824,2020-04-06,Assam,Total,26,0,0,962
825,2020-04-06,Bihar,Total,32,9,1,3037
826,2020-04-06,Chandigarh,Total,18,5,0,124
827,2020-04-06,Chandigarh,Chandigarh,18,5,0,124
828,2020-04-06,Chhattisgarh,Total,10,8,0,1232
829,2020-04-06,Delhi,Total,525,16,7,2621
830,2020-04-06,Delhi,Delhi,525,16,7,2621
831,2020-04-06,Goa,Total,7,0,0,220
832,2020-04-06,Gujarat,Total,146,22,12,0
833,2020-04-06,Himachal Pradesh,Total,18,1,2,0
834,2020-04-06,Haryana,Total,110,29,2,1325
835,2020-04-06,Jharkhand,Total,4,0,0,0
836,2020-04-06,Jammu and Kashmir,Total,109,4,2,1551
837,2020-04-06,Karnataka,Total,163,20,4,4587
838,2020-04-06,Kerala,Total,327,59,2,10716
839,2020-04-06,Ladakh,Total,14,10,0,0
840,2020-04-06,Maharashtra,Total,868,70,52,17563
841,2020-04-06,Maharashtra,Aurangabad,0,0,0,395
842,2020-04-06,Manipur,Total,2,1,0,0
843,2020-04-06,Madhya Pradesh,Total,256,11,15,2812
844,2020-04-06,Mizoram,Total,1,0,0,58
845,2020-04-06,Nagaland,Total,0,0,0,60
846,2020-04-06,Odisha,Total,40,2,0,1395
847,2020-04-06,Punjab,Total,79,4,7,1434
848,2020-04-06,Puducherry,Total,5,0,0,0
849,2020-04-06,Rajasthan,Total,301,25,2,12279
850,2020-04-06,Rajasthan,Jaipur,0,0,0,1733
851,2020-04-06,Rajasthan,Jodhpur,0,0,0,654
852,2020-04-06,Rajasthan,Udaipur,0,0,0,345
853,2020-04-06,Telangana,Total,364,45,11,0
854,2020-04-06,Telangana,Unknown,364,45,11,0
855,2020-04-06,Tamil Nadu,Total,621,13,6,3684
856,2020-04-06,Tripura,Total,1,0,0,0
857,2020-04-06,Total,Total,4777,394,134,101068
858,2020-04-06,Uttar Pradesh,Total,305,21,3,5255
859,2020-04-06,Uttarakhand,Total,31,4,0,678
860,2020-04-06,West Bengal,Total,80,10,3,1301
861,2020-04-07,Andaman and Nicobar Islands,Total,10,0,0,0
862,2020-04-07,Andaman and Nicobar Islands,Unknown,10,0,0,0
863,2020-04-07,Andhra Pradesh,Total,314,5,4,1800
864,2020-04-07,Arunachal Pradesh,Total,1,0,0,0
865,2020-04-07,Assam,Total,28,0,0,962
866,2020-04-07,Bihar,Total,38,15,1,3037
867,2020-04-07,Chandigarh,Total,18,7,0,124
868,2020-04-07,Chandigarh,Chandigarh,18,7,0,124
869,2020-04-07,Chhattisgarh,Total,10,9,0,1232
870,2020-04-07,Delhi,Total,576,20,9,9041
871,2020-04-07,Delhi,Delhi,576,20,9,9041
872,2020-04-07,Goa,Total,7,0,0,220
873,2020-04-07,Gujarat,Total,175,25,14,0
874,2020-04-07,Himachal Pradesh,Total,27,2,2,0
875,2020-04-07,Haryana,Total,143,31,2,2520
876,2020-04-07,Jharkhand,Total,4,0,0,0
877,2020-04-07,Jammu and Kashmir,Total,125,4,3,1551
878,2020-04-07,Karnataka,Total,175,25,4,6580
879,2020-04-07,Kerala,Total,336,71,2,11232
880,2020-04-07,Ladakh,Total,14,10,0,0
881,2020-04-07,Maharashtra,Total,1018,79,64,20877
882,2020-04-07,Maharashtra,Aurangabad,0,0,0,440
883,2020-04-07,Manipur,Total,2,1,0,0
884,2020-04-07,Madhya Pradesh,Total,290,21,21,3770
885,2020-04-07,Mizoram,Total,1,0,0,58
886,2020-04-07,Nagaland,Total,0,0,0,60
887,2020-04-07,Odisha,Total,42,2,1,2441
888,2020-04-07,Punjab,Total,99,14,8,1434
889,2020-04-07,Puducherry,Total,5,1,0,0
890,2020-04-07,Rajasthan,Total,343,25,2,17638
891,2020-04-07,Rajasthan,Jaipur,0,0,0,1733
892,2020-04-07,Rajasthan,Jodhpur,0,0,0,654
893,2020-04-07,Rajasthan,Udaipur,0,0,0,345
894,2020-04-07,Telangana,Total,404,45,11,0
895,2020-04-07,Telangana,Unknown,404,45,11,0
896,2020-04-07,Tamil Nadu,Total,690,19,7,3684
897,2020-04-07,Tripura,Total,1,0,0,0
898,2020-04-07,Total,Total,5350,469,161,114015
899,2020-04-07,Uttar Pradesh,Total,332,21,3,5255
900,2020-04-07,Uttarakhand,Total,31,4,0,1289
901,2020-04-07,West Bengal,Total,91,13,3,1487
902,2020-04-08,Andaman and Nicobar Islands,Total,11,0,0,0
903,2020-04-08,Andaman and Nicobar Islands,Unknown,11,0,0,0
904,2020-04-08,Andhra Pradesh,Total,348,6,4,1800
905,2020-04-08,Arunachal Pradesh,Total,1,0,0,0
906,2020-04-08,Assam,Total,28,0,0,962
907,2020-04-08,Bihar,Total,39,15,1,4596
908,2020-04-08,Chandigarh,Total,18,7,0,184
909,2020-04-08,Chandigarh,Chandigarh,18,7,0,184
910,2020-04-08,Chhattisgarh,Total,10,9,0,1232
911,2020-04-08,Delhi,Total,669,21,9,9041
912,2020-04-08,Delhi,Delhi,669,21,9,9041
913,2020-04-08,Goa,Total,7,0,0,220
914,2020-04-08,Gujarat,Total,186,25,16,4224
915,2020-04-08,Himachal Pradesh,Total,27,2,2,0
916,2020-04-08,Haryana,Total,167,32,2,2650
917,2020-04-08,Jharkhand,Total,4,0,0,0
918,2020-04-08,Jammu and Kashmir,Total,158,6,3,1551
919,2020-04-08,Karnataka,Total,181,28,5,6967
920,2020-04-08,Kerala,Total,345,84,2,11986
921,2020-04-08,Ladakh,Total,14,10,0,0
922,2020-04-08,Maharashtra,Total,1135,117,72,20877
923,2020-04-08,Maharashtra,Aurangabad,0,0,0,510
924,2020-04-08,Manipur,Total,2,1,0,0
925,2020-04-08,Madhya Pradesh,Total,341,25,24,4056
926,2020-04-08,Mizoram,Total,1,0,0,74
927,2020-04-08,Nagaland,Total,0,0,0,60
928,2020-04-08,Odisha,Total,42,2,1,2441
929,2020-04-08,Punjab,Total,106,14,9,2937
930,2020-04-08,Puducherry,Total,5,1,0,0
931,2020-04-08,Rajasthan,Total,383,45,3,17638
932,2020-04-08,Rajasthan,Jaipur,0,0,0,1733
933,2020-04-08,Rajasthan,Jodhpur,0,0,0,654
934,2020-04-08,Rajasthan,Udaipur,0,0,0,345
935,2020-04-08,Telangana,Total,453,45,11,0
936,2020-04-08,Telangana,Unknown,453,45,11,0
937,2020-04-08,Tamil Nadu,Total,738,21,8,5305
938,2020-04-08,Tripura,Total,1,0,0,0
939,2020-04-08,Total,Total,5915,565,181,127919
940,2020-04-08,Uttar Pradesh,Total,361,31,4,5255
941,2020-04-08,Uttarakhand,Total,35,5,0,1289
942,2020-04-08,West Bengal,Total,99,13,5,1487
943,2020-04-09,Andaman and Nicobar Islands,Total,11,10,0,0
944,2020-04-09,Andaman and Nicobar Islands,Unknown,11,10,0,0
945,2020-04-09,Andhra Pradesh,Total,363,10,6,1800
946,2020-04-09,Arunachal Pradesh,Total,1,0,0,206
947,2020-04-09,Assam,Total,29,0,0,962
948,2020-04-09,Bihar,Total,58,15,1,4991
949,2020-04-09,Chandigarh,Total,18,7,0,184
950,2020-04-09,Chandigarh,Chandigarh,18,7,0,184
951,2020-04-09,Chhattisgarh,Total,18,9,0,1232
952,2020-04-09,Delhi,Total,720,25,12,9968
953,2020-04-09,Delhi,Delhi,720,25,12,9968
954,2020-04-09,Dadra and Nagar Haveli and Daman and Diu,Total,0,0,0,80
955,2020-04-09,Goa,Total,7,0,0,344
956,2020-04-09,Gujarat,Total,262,26,18,4224
957,2020-04-09,Himachal Pradesh,Total,28,2,2,0
958,2020-04-09,Haryana,Total,170,32,2,2964
959,2020-04-09,Jharkhand,Total,13,0,1,0
960,2020-04-09,Jammu and Kashmir,Total,184,6,4,1551
961,2020-04-09,Karnataka,Total,197,30,6,7613
962,2020-04-09,Kerala,Total,357,97,2,12710
963,2020-04-09,Ladakh,Total,14,10,0,0
964,2020-04-09,Maharashtra,Total,1364,125,97,20877
965,2020-04-09,Maharashtra,Aurangabad,0,0,0,545
966,2020-04-09,Manipur,Total,2,1,0,0
967,2020-04-09,Madhya Pradesh,Total,411,25,33,5135
968,2020-04-09,Mizoram,Total,1,0,0,84
969,2020-04-09,Nagaland,Total,0,0,0,60
970,2020-04-09,Odisha,Total,48,2,1,3249
971,2020-04-09,Punjab,Total,130,18,10,3192
972,2020-04-09,Puducherry,Total,5,1,0,0
973,2020-04-09,Rajasthan,Total,463,60,3,19107
974,2020-04-09,Rajasthan,Jaipur,0,0,0,1733
975,2020-04-09,Rajasthan,Jodhpur,0,0,0,654
976,2020-04-09,Rajasthan,Udaipur,0,0,0,345
977,2020-04-09,Telangana,Total,471,45,12,0
978,2020-04-09,Telangana,Unknown,471,45,12,0
979,2020-04-09,Tamil Nadu,Total,834,27,8,7267
980,2020-04-09,Tripura,Total,1,0,0,0
981,2020-04-09,Total,Total,6728,635,227,144910
982,2020-04-09,Uttar Pradesh,Total,410,31,4,8402
983,2020-04-09,Uttarakhand,Total,35,5,0,1531
984,2020-04-09,West Bengal,Total,103,16,5,1889
985,2020-04-10,Andaman and Nicobar Islands,Total,11,10,0,0
986,2020-04-10,Andaman and Nicobar Islands,Unknown,11,10,0,0
987,2020-04-10,Andhra Pradesh,Total,381,10,6,6374
988,2020-04-10,Arunachal Pradesh,Total,1,0,0,206
989,2020-04-10,Assam,Total,29,0,1,2863
990,2020-04-10,Bihar,Total,60,15,1,5457
991,2020-04-10,Chandigarh,Total,19,7,0,223
992,2020-04-10,Chandigarh,Chandigarh,19,7,0,223
993,2020-04-10,Chhattisgarh,Total,18,9,0,3473
994,2020-04-10,Delhi,Total,903,27,14,11061
995,2020-04-10,Delhi,Delhi,903,27,14,11061
996,2020-04-10,Dadra and Nagar Haveli and Daman and Diu,Total,0,0,0,130
997,2020-04-10,Goa,Total,7,1,0,354
998,2020-04-10,Gujarat,Total,378,33,19,7718
999,2020-04-10,Himachal Pradesh,Total,28,2,2,900
1000,2020-04-10,Haryana,Total,176,36,2,3527
1001,2020-04-10,Jharkhand,Total,14,0,1,1340
1002,2020-04-10,Jammu and Kashmir,Total,207,6,4,2961
1003,2020-04-10,Karnataka,Total,207,34,6,7975
1004,2020-04-10,Kerala,Total,364,124,2,13339
1005,2020-04-10,Ladakh,Total,15,11,0,0
1006,2020-04-10,Maharashtra,Total,1574,188,110,30000
1007,2020-04-10,Maharashtra,Aurangabad,0,0,0,628
1008,2020-04-10,Manipur,Total,2,1,0,0
1009,2020-04-10,Madhya Pradesh,Total,451,37,36,7049
1010,2020-04-10,Mizoram,Total,1,0,0,84
1011,2020-04-10,Nagaland,Total,0,0,0,70
1012,2020-04-10,Odisha,Total,50,12,1,3547
1013,2020-04-10,Punjab,Total,151,20,11,3461
1014,2020-04-10,Puducherry,Total,7,1,0,0
1015,2020-04-10,Rajasthan,Total,561,60,3,22349
1016,2020-04-10,Rajasthan,Jaipur,0,0,0,4260
