,Date,State,District,Confirmed,Recovered,Deaths,Tested
25854,2020-06-05,Punjab,Sri Muktsar Sahib,70,66,0,3650
25855,2020-06-05,Punjab,Tarn Taran,159,154,1,4039
25856,2020-06-05,Puducherry,Total,104,43,0,7963
25857,2020-06-05,Puducherry,Karaikal,2,2,0,0
25858,2020-06-05,Puducherry,Mahe,4,4,0,0
25859,2020-06-05,Puducherry,Puducherry,89,33,0,0
25860,2020-06-05,Puducherry,Unknown,9,4,0,0
25861,2020-06-05,Rajasthan,Total,10084,7359,218,480910
25862,2020-06-05,Rajasthan,Ajmer,362,299,9,16325
25863,2020-06-05,Rajasthan,Alwar,82,52,2,10716
25864,2020-06-05,Rajasthan,BSF Camp,50,50,0,0
25865,2020-06-05,Rajasthan,Banswara,85,83,2,3289
25866,2020-06-05,Rajasthan,Baran,57,8,2,3233
25867,2020-06-05,Rajasthan,Barmer,105,80,0,6814
25868,2020-06-05,Rajasthan,Bharatpur,546,150,6,13654
25869,2020-06-05,Rajasthan,Bhilwara,163,105,2,22615
25870,2020-06-05,Rajasthan,Bikaner,109,83,4,13625
25871,2020-06-05,Rajasthan,Bundi,4,0,0,1938
25872,2020-06-05,Rajasthan,Chittorgarh,188,166,4,8336
25873,2020-06-05,Rajasthan,Churu,142,87,1,7965
25874,2020-06-05,Rajasthan,Dausa,62,46,1,6464
25875,2020-06-05,Rajasthan,Dholpur,65,45,0,6313
25876,2020-06-05,Rajasthan,Dungarpur,373,304,0,8980
25877,2020-06-05,Rajasthan,Evacuees,61,61,0,0
25878,2020-06-05,Rajasthan,Ganganagar,7,6,0,2396
25879,2020-06-05,Rajasthan,Hanumangarh,30,19,0,4055
25880,2020-06-05,Rajasthan,Italians,2,2,0,0
25881,2020-06-05,Rajasthan,Jaipur,2152,1765,102,72352
25882,2020-06-05,Rajasthan,Jaisalmer,74,67,0,6696
25883,2020-06-05,Rajasthan,Jalore,168,150,2,13309
25884,2020-06-05,Rajasthan,Jhalawar,326,162,0,10921
25885,2020-06-05,Rajasthan,Jhunjhunu,157,125,1,10077
25886,2020-06-05,Rajasthan,Jodhpur,1706,1227,20,81203
25887,2020-06-05,Rajasthan,Karauli,20,11,3,2810
25888,2020-06-05,Rajasthan,Kota,503,384,17,28815
25889,2020-06-05,Rajasthan,Nagaur,490,391,8,15536
25890,2020-06-05,Rajasthan,Other State,27,0,10,0
25891,2020-06-05,Rajasthan,Pali,573,346,7,11785
25892,2020-06-05,Rajasthan,Pratapgarh,14,12,1,2541
25893,2020-06-05,Rajasthan,Rajsamand,160,128,1,3776
25894,2020-06-05,Rajasthan,Sawai Madhopur,24,17,3,4886
25895,2020-06-05,Rajasthan,Sikar,260,178,5,17065
25896,2020-06-05,Rajasthan,Sirohi,191,80,3,9373
25897,2020-06-05,Rajasthan,Tonk,169,163,1,8158
25898,2020-06-05,Rajasthan,Udaipur,577,507,1,17527
25899,2020-06-05,Sikkim,Total,3,0,0,4761
25900,2020-06-05,Sikkim,East Sikkim,2,0,0,0
25901,2020-06-05,Sikkim,South Sikkim,1,0,0,0
25902,2020-06-05,Telangana,Total,3290,1627,113,23388
25903,2020-06-05,Telangana,Unknown,3290,1627,113,23388
25904,2020-06-05,Tamil Nadu,Total,28694,15762,235,560673
25905,2020-06-05,Tamil Nadu,Airport Quarantine,155,57,1,0
25906,2020-06-05,Tamil Nadu,Ariyalur,374,359,0,0
25907,2020-06-05,Tamil Nadu,Chengalpattu,1623,689,14,0
25908,2020-06-05,Tamil Nadu,Chennai,19809,10210,179,85000
25909,2020-06-05,Tamil Nadu,Coimbatore,153,144,1,0
25910,2020-06-05,Tamil Nadu,Cuddalore,475,435,1,0
25911,2020-06-05,Tamil Nadu,Dharmapuri,11,5,0,0
25912,2020-06-05,Tamil Nadu,Dindigul,151,124,2,0
25913,2020-06-05,Tamil Nadu,Erode,72,70,1,0
25914,2020-06-05,Tamil Nadu,Kallakurichi,264,153,0,0
25915,2020-06-05,Tamil Nadu,Kancheepuram,480,294,3,0
25916,2020-06-05,Tamil Nadu,Kanyakumari,77,48,1,0
25917,2020-06-05,Tamil Nadu,Karur,83,78,0,0
25918,2020-06-05,Tamil Nadu,Krishnagiri,29,21,0,0
25919,2020-06-05,Tamil Nadu,Madurai,292,196,3,0
25920,2020-06-05,Tamil Nadu,Nagapattinam,75,51,0,0
25921,2020-06-05,Tamil Nadu,Namakkal,85,77,1,0
25922,2020-06-05,Tamil Nadu,Nilgiris,14,14,0,0
25923,2020-06-05,Tamil Nadu,Other State,0,0,3,0
25924,2020-06-05,Tamil Nadu,Perambalur,143,139,0,0
25925,2020-06-05,Tamil Nadu,Pudukkottai,34,18,1,0
25926,2020-06-05,Tamil Nadu,Railway Quarantine,257,53,0,0
25927,2020-06-05,Tamil Nadu,Ramanathapuram,97,58,1,0
25928,2020-06-05,Tamil Nadu,Ranipet,122,92,0,0
25929,2020-06-05,Tamil Nadu,Salem,216,68,0,0
25930,2020-06-05,Tamil Nadu,Sivaganga,35,30,0,0
25931,2020-06-05,Tamil Nadu,Tenkasi,98,77,0,0
25932,2020-06-05,Tamil Nadu,Thanjavur,104,85,0,0
25933,2020-06-05,Tamil Nadu,Theni,121,99,2,0
25934,2020-06-05,Tamil Nadu,Thiruvallur,1188,647,11,0
25935,2020-06-05,Tamil Nadu,Thiruvarur,55,38,0,0
25936,2020-06-05,Tamil Nadu,Thoothukkudi,312,168,2,0
25937,2020-06-05,Tamil Nadu,Tiruchirappalli,112,76,1,12090
25938,2020-06-05,Tamil Nadu,Tirunelveli,383,323,1,0
25939,2020-06-05,Tamil Nadu,Tirupathur,37,29,0,0
25940,2020-06-05,Tamil Nadu,Tiruppur,114,114,0,0
25941,2020-06-05,Tamil Nadu,Tiruvannamalai,483,164,2,0
25942,2020-06-05,Tamil Nadu,Vellore,55,38,2,0
25943,2020-06-05,Tamil Nadu,Viluppuram,363,323,2,0
25944,2020-06-05,Tamil Nadu,Virudhunagar,143,98,0,0
25945,2020-06-05,Tripura,Total,694,173,0,32300
25946,2020-06-05,Tripura,Dhalai,196,163,0,4658
25947,2020-06-05,Tripura,Gomati,86,2,0,3548
25948,2020-06-05,Tripura,Khowai,25,1,0,1491
25949,2020-06-05,Tripura,North Tripura,12,4,0,7546
25950,2020-06-05,Tripura,Sipahijala,209,2,0,2746
25951,2020-06-05,Tripura,South Tripura,68,0,0,3483
25952,2020-06-05,Tripura,Unokoti,50,1,0,1440
25953,2020-06-05,Tripura,West Tripura,48,0,0,7388
25954,2020-06-05,Total,Total,236191,113224,6647,4524317
25955,2020-06-05,Unknown,Total,7610,0,0,0
25956,2020-06-05,Uttar Pradesh,Total,9733,5648,257,344717
25957,2020-06-05,Uttar Pradesh,Agra,928,777,48,13162
25958,2020-06-05,Uttar Pradesh,Aligarh,177,88,16,0
25959,2020-06-05,Uttar Pradesh,Ambedkar Nagar,81,29,3,0
25960,2020-06-05,Uttar Pradesh,Amethi,183,32,0,0
25961,2020-06-05,Uttar Pradesh,Amroha,68,35,1,0
25962,2020-06-05,Uttar Pradesh,Auraiya,39,22,1,0
25963,2020-06-05,Uttar Pradesh,Ayodhya,128,48,3,0
25964,2020-06-05,Uttar Pradesh,Azamgarh,143,26,3,0
25965,2020-06-05,Uttar Pradesh,Baghpat,76,27,1,0
25966,2020-06-05,Uttar Pradesh,Bahraich,95,62,0,0
25967,2020-06-05,Uttar Pradesh,Ballia,53,27,0,0
25968,2020-06-05,Uttar Pradesh,Balrampur,47,32,1,0
25969,2020-06-05,Uttar Pradesh,Banda,27,24,0,0
25970,2020-06-05,Uttar Pradesh,Barabanki,168,138,1,0
25971,2020-06-05,Uttar Pradesh,Bareilly,68,22,2,0
25972,2020-06-05,Uttar Pradesh,Basti,220,47,4,0
25973,2020-06-05,Uttar Pradesh,Bhadohi,46,7,0,0
25974,2020-06-05,Uttar Pradesh,Bijnor,137,63,2,0
25975,2020-06-05,Uttar Pradesh,Budaun,43,34,0,0
25976,2020-06-05,Uttar Pradesh,Bulandshahr,167,101,4,0
25977,2020-06-05,Uttar Pradesh,Chandauli,27,15,1,0
25978,2020-06-05,Uttar Pradesh,Chitrakoot,59,26,2,0
25979,2020-06-05,Uttar Pradesh,Deoria,121,34,1,0
25980,2020-06-05,Uttar Pradesh,Etah,50,11,4,0
25981,2020-06-05,Uttar Pradesh,Etawah,67,27,1,0
25982,2020-06-05,Uttar Pradesh,Farrukhabad,48,21,1,0
25983,2020-06-05,Uttar Pradesh,Fatehpur,55,35,0,0
25984,2020-06-05,Uttar Pradesh,Firozabad,304,203,16,0
25985,2020-06-05,Uttar Pradesh,Gautam Buddha Nagar,609,309,8,0
25986,2020-06-05,Uttar Pradesh,Ghaziabad,384,245,9,0
25987,2020-06-05,Uttar Pradesh,Ghazipur,154,70,0,0
25988,2020-06-05,Uttar Pradesh,Gonda,77,50,0,0
25989,2020-06-05,Uttar Pradesh,Gorakhpur,122,29,7,0
25990,2020-06-05,Uttar Pradesh,Hamirpur,8,5,0,0
25991,2020-06-05,Uttar Pradesh,Hapur,158,85,2,0
25992,2020-06-05,Uttar Pradesh,Hardoi,96,22,0,0
25993,2020-06-05,Uttar Pradesh,Hathras,35,22,0,0
25994,2020-06-05,Uttar Pradesh,Jalaun,48,41,3,0
25995,2020-06-05,Uttar Pradesh,Jaunpur,249,109,3,0
25996,2020-06-05,Uttar Pradesh,Jhansi,46,26,6,0
25997,2020-06-05,Uttar Pradesh,Kannauj,88,29,0,0
25998,2020-06-05,Uttar Pradesh,Kanpur Dehat,21,8,1,0
25999,2020-06-05,Uttar Pradesh,Kanpur Nagar,466,311,13,0
26000,2020-06-05,Uttar Pradesh,Kasganj,23,15,0,0
26001,2020-06-05,Uttar Pradesh,Kaushambi,49,47,0,0
26002,2020-06-05,Uttar Pradesh,Kushinagar,44,7,2,0
26003,2020-06-05,Uttar Pradesh,Lakhimpur Kheri,74,53,0,0
26004,2020-06-05,Uttar Pradesh,Lalitpur,3,0,1,0
26005,2020-06-05,Uttar Pradesh,Lucknow,442,322,4,0
26006,2020-06-05,Uttar Pradesh,Maharajganj,73,30,1,0
26007,2020-06-05,Uttar Pradesh,Mahoba,14,8,1,0
26008,2020-06-05,Uttar Pradesh,Mainpuri,65,26,2,0
26009,2020-06-05,Uttar Pradesh,Mathura,97,60,6,0
26010,2020-06-05,Uttar Pradesh,Mau,52,12,1,0
26011,2020-06-05,Uttar Pradesh,Meerut,493,337,34,0
26012,2020-06-05,Uttar Pradesh,Mirzapur,36,22,0,0
26013,2020-06-05,Uttar Pradesh,Moradabad,249,165,10,0
26014,2020-06-05,Uttar Pradesh,Muzaffarnagar,100,45,1,0
26015,2020-06-05,Uttar Pradesh,Pilibhit,49,42,0,2808
26016,2020-06-05,Uttar Pradesh,Pratapgarh,87,65,4,0
26017,2020-06-05,Uttar Pradesh,Prayagraj,117,73,3,0
26018,2020-06-05,Uttar Pradesh,Rae Bareli,74,61,1,0
26019,2020-06-05,Uttar Pradesh,Rampur,197,157,1,0
26020,2020-06-05,Uttar Pradesh,Saharanpur,264,223,0,0
26021,2020-06-05,Uttar Pradesh,Sambhal,127,58,1,0
26022,2020-06-05,Uttar Pradesh,Sant Kabir Nagar,135,54,6,0
26023,2020-06-05,Uttar Pradesh,Shahjahanpur,39,18,0,0
26024,2020-06-05,Uttar Pradesh,Shamli,50,39,0,0
26025,2020-06-05,Uttar Pradesh,Shrawasti,42,27,1,0
26026,2020-06-05,Uttar Pradesh,Siddharthnagar,142,78,2,0
26027,2020-06-05,Uttar Pradesh,Sitapur,44,39,0,0
26028,2020-06-05,Uttar Pradesh,Sonbhadra,9,3,0,0
26029,2020-06-05,Uttar Pradesh,Sultanpur,97,46,0,0
26030,2020-06-05,Uttar Pradesh,Unnao,41,22,2,0
26031,2020-06-05,Uttar Pradesh,Varanasi,219,120,5,0
26032,2020-06-05,Uttarakhand,Total,1215,344,11,35967
26033,2020-06-05,Uttarakhand,Almora,69,22,1,876
26034,2020-06-05,Uttarakhand,Bageshwar,23,11,0,503
26035,2020-06-05,Uttarakhand,Chamoli,27,11,0,968
26036,2020-06-05,Uttarakhand,Champawat,39,7,1,619
26037,2020-06-05,Uttarakhand,Dehradun,347,62,7,9739
26038,2020-06-05,Uttarakhand,Haridwar,87,29,0,6496
26039,2020-06-05,Uttarakhand,Nainital,314,130,1,4432
26040,2020-06-05,Uttarakhand,Pauri Garhwal,43,10,1,806
26041,2020-06-05,Uttarakhand,Pithoragarh,28,1,0,1126
26042,2020-06-05,Uttarakhand,Rudraprayag,22,3,0,760
26043,2020-06-05,Uttarakhand,Tehri Garhwal,109,5,0,2653
26044,2020-06-05,Uttarakhand,Udham Singh Nagar,85,46,0,4150
26045,2020-06-05,Uttarakhand,Unknown,0,0,0,0
26046,2020-06-05,Uttarakhand,Uttarkashi,22,7,0,676
26047,2020-06-05,West Bengal,Total,7303,2912,366,251517
26048,2020-06-05,West Bengal,Alipurduar,12,4,0,0
26049,2020-06-05,West Bengal,Bankura,104,33,0,0
26050,2020-06-05,West Bengal,Birbhum,187,122,1,0
26051,2020-06-05,West Bengal,Cooch Behar,139,26,0,0
26052,2020-06-05,West Bengal,Dakshin Dinajpur,47,19,0,0
26053,2020-06-05,West Bengal,Darjeeling,77,15,2,0
26054,2020-06-05,West Bengal,Hooghly,473,170,12,0
26055,2020-06-05,West Bengal,Howrah,1326,478,46,0
26056,2020-06-05,West Bengal,Jalpaiguri,18,5,0,0
26057,2020-06-05,West Bengal,Jhargram,6,6,0,0
26058,2020-06-05,West Bengal,Kalimpong,11,6,1,0
26059,2020-06-05,West Bengal,Kolkata,2589,1038,238,0
26060,2020-06-05,West Bengal,Malda,192,92,0,0
26061,2020-06-05,West Bengal,Murshidabad,112,77,2,0
26062,2020-06-05,West Bengal,Nadia,118,24,1,0
26063,2020-06-05,West Bengal,North 24 Parganas,975,343,49,0
26064,2020-06-05,West Bengal,Other State,61,17,3,0
26065,2020-06-05,West Bengal,Paschim Bardhaman,67,29,2,0
26066,2020-06-05,West Bengal,Paschim Medinipur,83,28,1,0
26067,2020-06-05,West Bengal,Purba Bardhaman,121,69,0,0
26068,2020-06-05,West Bengal,Purba Medinipur,131,57,1,0
26069,2020-06-05,West Bengal,Purulia,19,0,0,0
26070,2020-06-05,West Bengal,South 24 Parganas,233,101,7,0
26071,2020-06-05,West Bengal,Uttar Dinajpur,202,153,0,0
26072,2020-06-06,Andaman and Nicobar Islands,Total,33,33,0,9037
26073,2020-06-06,Andaman and Nicobar Islands,Unknown,33,33,0,9037
26074,2020-06-06,Andhra Pradesh,Total,4460,2640,73,436335
26075,2020-06-06,Andhra Pradesh,Anantapur,274,166,4,30313
26076,2020-06-06,Andhra Pradesh,Chittoor,298,210,4,29607
26077,2020-06-06,Andhra Pradesh,East Godavari,272,104,2,47061
26078,2020-06-06,Andhra Pradesh,Foreign Evacuees,131,4,0,0
26079,2020-06-06,Andhra Pradesh,Guntur,556,390,9,30935
26080,2020-06-06,Andhra Pradesh,Krishna,526,337,22,26588
26081,2020-06-06,Andhra Pradesh,Kurnool,762,591,27,29219
26082,2020-06-06,Andhra Pradesh,Other State,741,274,0,0
26083,2020-06-06,Andhra Pradesh,Prakasam,85,67,0,24941
26084,2020-06-06,Andhra Pradesh,S.P.S. Nellore,304,188,4,23947
26085,2020-06-06,Andhra Pradesh,Srikakulam,31,11,0,42002
26086,2020-06-06,Andhra Pradesh,Unknown,0,9,0,0
26087,2020-06-06,Andhra Pradesh,Visakhapatnam,111,75,1,30459
26088,2020-06-06,Andhra Pradesh,Vizianagaram,37,13,0,20844
26089,2020-06-06,Andhra Pradesh,West Godavari,182,57,0,27099
26090,2020-06-06,Andhra Pradesh,Y.S.R. Kadapa,150,144,0,32075
26091,2020-06-06,Arunachal Pradesh,Total,45,1,0,11261
26092,2020-06-06,Arunachal Pradesh,Anjaw,0,0,0,84
26093,2020-06-06,Arunachal Pradesh,Changlang,32,0,0,1381
26094,2020-06-06,Arunachal Pradesh,Dibang Valley,0,0,0,10
26095,2020-06-06,Arunachal Pradesh,East Kameng,0,0,0,122
26096,2020-06-06,Arunachal Pradesh,East Siang,1,0,0,895
26097,2020-06-06,Arunachal Pradesh,Kamle,0,0,0,20
26098,2020-06-06,Arunachal Pradesh,Kra-Daadi,0,0,0,10
26099,2020-06-06,Arunachal Pradesh,Kurung Kumey,0,0,0,11
26100,2020-06-06,Arunachal Pradesh,Lepa Rada,0,0,0,84
26101,2020-06-06,Arunachal Pradesh,Lohit,2,1,0,534
26102,2020-06-06,Arunachal Pradesh,Longding,0,0,0,341
26103,2020-06-06,Arunachal Pradesh,Lower Dibang Valley,0,0,0,340
26104,2020-06-06,Arunachal Pradesh,Lower Siang,0,0,0,155
26105,2020-06-06,Arunachal Pradesh,Lower Subansiri,0,0,0,276
26106,2020-06-06,Arunachal Pradesh,Namsai,2,0,0,706
26107,2020-06-06,Arunachal Pradesh,Pakke Kessang,0,0,0,63
26108,2020-06-06,Arunachal Pradesh,Papum Pare,5,0,0,3389
26109,2020-06-06,Arunachal Pradesh,Shi Yomi,0,0,0,39
26110,2020-06-06,Arunachal Pradesh,Siang,0,0,0,71
26111,2020-06-06,Arunachal Pradesh,Tawang,1,0,0,511
26112,2020-06-06,Arunachal Pradesh,Tirap,0,0,0,526
26113,2020-06-06,Arunachal Pradesh,Upper Siang,1,0,0,210
26114,2020-06-06,Arunachal Pradesh,Upper Subansiri,0,0,0,188
26115,2020-06-06,Arunachal Pradesh,West Kameng,0,0,0,554
26116,2020-06-06,Arunachal Pradesh,West Siang,1,0,0,270
26117,2020-06-06,Assam,Total,2474,589,4,146605
26118,2020-06-06,Assam,Airport Quarantine,4,0,0,0
26119,2020-06-06,Assam,Baksa,16,0,0,0
26120,2020-06-06,Assam,Barpeta,80,38,0,0
26121,2020-06-06,Assam,Biswanath,44,7,0,0
26122,2020-06-06,Assam,Bongaigaon,13,5,0,0
26123,2020-06-06,Assam,Cachar,82,65,0,0
26124,2020-06-06,Assam,Charaideo,15,0,0,0
26125,2020-06-06,Assam,Chirang,33,0,0,0
26126,2020-06-06,Assam,Darrang,65,0,0,0
26127,2020-06-06,Assam,Dhemaji,49,5,0,0
26128,2020-06-06,Assam,Dhubri,282,5,0,0
26129,2020-06-06,Assam,Dibrugarh,50,4,0,0
26130,2020-06-06,Assam,Dima Hasao,88,7,0,0
26131,2020-06-06,Assam,Goalpara,48,4,0,0
26132,2020-06-06,Assam,Golaghat,213,42,0,0
26133,2020-06-06,Assam,Hailakandi,49,0,1,0
26134,2020-06-06,Assam,Hojai,198,0,0,0
26135,2020-06-06,Assam,Jorhat,27,26,0,0
26136,2020-06-06,Assam,Kamrup,120,19,0,0
26137,2020-06-06,Assam,Kamrup Metropolitan,408,289,3,0
26138,2020-06-06,Assam,Karbi Anglong,11,1,0,0
26139,2020-06-06,Assam,Karimganj,77,13,0,0
26140,2020-06-06,Assam,Kokrajhar,57,0,0,0
26141,2020-06-06,Assam,Lakhimpur,56,6,0,0
26142,2020-06-06,Assam,Morigaon,49,6,0,0
26143,2020-06-06,Assam,Nagaon,97,10,0,0
26144,2020-06-06,Assam,Nalbari,25,9,0,0
26145,2020-06-06,Assam,Other State,1,1,0,0
26146,2020-06-06,Assam,Sivasagar,27,0,0,0
26147,2020-06-06,Assam,Sonitpur,34,26,0,0
26148,2020-06-06,Assam,South Salmara Mankachar,6,1,0,0
26149,2020-06-06,Assam,Tinsukia,68,0,0,0
26150,2020-06-06,Assam,Udalguri,65,0,0,0
26151,2020-06-06,Assam,Unknown,0,0,0,0
26152,2020-06-06,Assam,West Karbi Anglong,17,0,0,0
26153,2020-06-06,Bihar,Total,4831,2298,29,95473
26154,2020-06-06,Bihar,Araria,73,16,1,0
26155,2020-06-06,Bihar,Arwal,54,38,0,0
26156,2020-06-06,Bihar,Aurangabad,84,46,0,0
26157,2020-06-06,Bihar,Banka,130,80,0,0
26158,2020-06-06,Bihar,Begusarai,262,114,3,0
26159,2020-06-06,Bihar,Bhagalpur,231,85,1,0
26160,2020-06-06,Bihar,Bhojpur,103,39,2,0
26161,2020-06-06,Bihar,Buxar,126,104,0,0
26162,2020-06-06,Bihar,Darbhanga,130,54,0,0
26163,2020-06-06,Bihar,East Champaran,127,65,1,0
26164,2020-06-06,Bihar,Gaya,109,36,0,0
26165,2020-06-06,Bihar,Gopalganj,132,74,0,0
26166,2020-06-06,Bihar,Jamui,45,19,1,0
26167,2020-06-06,Bihar,Jehanabad,177,106,1,0
26168,2020-06-06,Bihar,Kaimur,100,51,0,0
26169,2020-06-06,Bihar,Katihar,167,75,0,0
26170,2020-06-06,Bihar,Khagaria,274,91,3,1371
26171,2020-06-06,Bihar,Kishanganj,93,19,0,1195
26172,2020-06-06,Bihar,Lakhisarai,67,20,0,0
26173,2020-06-06,Bihar,Madhepura,97,36,1,0
26174,2020-06-06,Bihar,Madhubani,217,81,0,0
26175,2020-06-06,Bihar,Munger,182,133,1,0
26176,2020-06-06,Bihar,Muzaffarpur,78,31,0,2488
26177,2020-06-06,Bihar,Nalanda,120,87,1,0
26178,2020-06-06,Bihar,Nawada,125,49,1,0
26179,2020-06-06,Bihar,Patna,273,183,2,0
26180,2020-06-06,Bihar,Purnia,136,36,0,1697
26181,2020-06-06,Bihar,Rohtas,230,168,1,0
26182,2020-06-06,Bihar,Saharsa,80,45,0,0
26183,2020-06-06,Bihar,Samastipur,115,54,1,0
26184,2020-06-06,Bihar,Saran,101,32,1,0
26185,2020-06-06,Bihar,Sheikhpura,108,25,0,0
26186,2020-06-06,Bihar,Sheohar,24,9,1,0
26187,2020-06-06,Bihar,Sitamarhi,68,33,2,0
26188,2020-06-06,Bihar,Siwan,121,52,2,0
26189,2020-06-06,Bihar,Supaul,118,39,0,0
26190,2020-06-06,Bihar,Vaishali,90,38,2,0
26191,2020-06-06,Bihar,West Champaran,64,35,0,0
26192,2020-06-06,Chandigarh,Total,312,273,5,5237
26193,2020-06-06,Chandigarh,Chandigarh,312,273,5,5237
26194,2020-06-06,Chhattisgarh,Total,923,259,4,85346
26195,2020-06-06,Chhattisgarh,Balod,41,19,0,2557
26196,2020-06-06,Chhattisgarh,Baloda Bazar,96,13,0,2588
26197,2020-06-06,Chhattisgarh,Balrampur,17,8,0,1426
26198,2020-06-06,Chhattisgarh,Bametara,20,13,0,2552
26199,2020-06-06,Chhattisgarh,Bastar,3,0,1,4522
26200,2020-06-06,Chhattisgarh,Bijapur,0,0,0,997
26201,2020-06-06,Chhattisgarh,Bilaspur,98,25,1,8831
26202,2020-06-06,Chhattisgarh,Dakshin Bastar Dantewada,0,0,0,931
26203,2020-06-06,Chhattisgarh,Dhamtari,6,1,0,1364
26204,2020-06-06,Chhattisgarh,Durg,22,10,1,3740
26205,2020-06-06,Chhattisgarh,Gariaband,10,4,0,1830
26206,2020-06-06,Chhattisgarh,Gaurela Pendra Marwahi,3,0,0,273
26207,2020-06-06,Chhattisgarh,Janjgir Champa,55,16,0,3072
26208,2020-06-06,Chhattisgarh,Jashpur,75,0,0,2156
26209,2020-06-06,Chhattisgarh,Kabeerdham,29,18,0,2544
26210,2020-06-06,Chhattisgarh,Kondagaon,0,0,0,1303
26211,2020-06-06,Chhattisgarh,Korba,97,34,0,7882
26212,2020-06-06,Chhattisgarh,Koriya,38,5,0,1902
26213,2020-06-06,Chhattisgarh,Mahasamund,51,0,0,1342
26214,2020-06-06,Chhattisgarh,Mungeli,86,52,0,2387
26215,2020-06-06,Chhattisgarh,Narayanpur,0,0,0,721
26216,2020-06-06,Chhattisgarh,Raigarh,45,6,0,4142
26217,2020-06-06,Chhattisgarh,Raipur,34,9,1,10764
26218,2020-06-06,Chhattisgarh,Rajnandgaon,51,1,0,5170
26219,2020-06-06,Chhattisgarh,Sukma,0,0,0,1545
26220,2020-06-06,Chhattisgarh,Surajpur,11,7,0,1409
26221,2020-06-06,Chhattisgarh,Surguja,14,7,0,1782
26222,2020-06-06,Chhattisgarh,Uttar Bastar Kanker,21,11,0,1844
26223,2020-06-06,Delhi,Total,27654,10664,761,246873
26224,2020-06-06,Delhi,Delhi,27654,10664,761,246873
26225,2020-06-06,Dadra and Nagar Haveli and Daman and Diu,Total,19,1,0,14780
26226,2020-06-06,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,19,1,0,0
26227,2020-06-06,Goa,Total,267,65,0,27402
26228,2020-06-06,Goa,North Goa,6,6,0,0
26229,2020-06-06,Goa,South Goa,249,13,0,0
26230,2020-06-06,Goa,Unknown,12,46,0,0
26231,2020-06-06,Gujarat,Total,19617,13324,1219,245606
26232,2020-06-06,Gujarat,Ahmedabad,13967,9689,994,92001
26233,2020-06-06,Gujarat,Amreli,14,4,1,3417
26234,2020-06-06,Gujarat,Anand,108,91,11,3248
26235,2020-06-06,Gujarat,Aravalli,120,111,7,2759
26236,2020-06-06,Gujarat,Banaskantha,136,100,5,4197
26237,2020-06-06,Gujarat,Bharuch,54,34,3,2707
26238,2020-06-06,Gujarat,Bhavnagar,138,106,10,6605
26239,2020-06-06,Gujarat,Botad,60,55,2,2314
26240,2020-06-06,Gujarat,Chhota Udaipur,37,23,0,3264
26241,2020-06-06,Gujarat,Dahod,45,32,0,4094
26242,2020-06-06,Gujarat,Dang,4,2,0,875
26243,2020-06-06,Gujarat,Devbhumi Dwarka,15,11,0,2377
26244,2020-06-06,Gujarat,Gandhinagar,401,181,15,6398
26245,2020-06-06,Gujarat,Gir Somnath,47,44,0,2176
26246,2020-06-06,Gujarat,Jamnagar,61,43,3,5883
26247,2020-06-06,Gujarat,Junagadh,32,27,1,9342
26248,2020-06-06,Gujarat,Kheda,96,59,4,3305
26249,2020-06-06,Gujarat,Kutch,77,56,4,4134
26250,2020-06-06,Gujarat,Mahisagar,116,107,2,1890
26251,2020-06-06,Gujarat,Mehsana,153,83,6,2576
26252,2020-06-06,Gujarat,Morbi,4,3,0,2554
26253,2020-06-06,Gujarat,Narmada,23,18,0,2728
26254,2020-06-06,Gujarat,Navsari,31,14,1,3181
26255,2020-06-06,Gujarat,Other State,25,8,0,0
26256,2020-06-06,Gujarat,Panchmahal,101,74,10,3942
26257,2020-06-06,Gujarat,Patan,98,68,7,2411
26258,2020-06-06,Gujarat,Porbandar,12,6,2,2055
26259,2020-06-06,Gujarat,Rajkot,128,73,3,5997
26260,2020-06-06,Gujarat,Sabarkantha,117,88,3,3231
26261,2020-06-06,Gujarat,Surat,2034,1318,78,34131
26262,2020-06-06,Gujarat,Surendranagar,46,21,2,3742
26263,2020-06-06,Gujarat,Tapi,6,5,0,2207
26264,2020-06-06,Gujarat,Vadodara,1258,744,43,11816
26265,2020-06-06,Gujarat,Valsad,53,26,2,4049
26266,2020-06-06,Himachal Pradesh,Total,400,190,6,44509
26267,2020-06-06,Himachal Pradesh,Bilaspur,21,9,0,0
26268,2020-06-06,Himachal Pradesh,Chamba,30,15,0,0
26269,2020-06-06,Himachal Pradesh,Hamirpur,121,58,1,0
26270,2020-06-06,Himachal Pradesh,Kangra,105,50,1,0
26271,2020-06-06,Himachal Pradesh,Kinnaur,2,0,0,0
26272,2020-06-06,Himachal Pradesh,Kullu,4,1,0,0
26273,2020-06-06,Himachal Pradesh,Mandi,20,9,2,0
26274,2020-06-06,Himachal Pradesh,Shimla,12,8,1,0
26275,2020-06-06,Himachal Pradesh,Sirmaur,11,3,0,0
26276,2020-06-06,Himachal Pradesh,Solan,32,11,1,0
26277,2020-06-06,Himachal Pradesh,Una,42,26,0,0
26278,2020-06-06,Himachal Pradesh,Unknown,0,0,0,0
26279,2020-06-06,Haryana,Total,3952,1280,24,141688
26280,2020-06-06,Haryana,Ambala,80,47,2,0
26281,2020-06-06,Haryana,Bhiwani,57,6,0,0
